,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg
33,Maceo Baston,PF,33,IND,27,0,217,5.7,10.5,.543,0.0,0.2,.000,5.7,10.3,.556,3.9,6.2,.630,5.0,6.9,11.9,1.6,1.4,2.3,2.8,8.9,15.4,,112,108
34,Tony Battie,PF,32,ORL,77,3,1202,6.8,14.0,.489,0.1,0.4,.222,6.7,13.6,.497,2.3,3.5,.659,4.0,8.0,12.0,1.3,1.1,1.1,2.0,4.8,16.1,,106,102
35,Shane Battier,SG,30,HOU,60,59,2031,3.8,9.3,.410,2.4,6.2,.384,1.4,3.1,.462,1.4,1.8,.821,1.4,6.1,7.5,3.6,1.3,1.4,1.3,3.0,11.4,,118,105
36,Nicolas Batum,SF,20,POR,79,76,1454,6.1,13.8,.446,2.4,6.4,.369,3.8,7.4,.513,1.6,2.0,.808,3.2,5.2,8.4,2.8,1.9,1.5,1.9,5.3,16.2,,117,107
37,Jerryd Bayless,PG,20,POR,53,0,655,5.8,16.0,.365,0.6,2.3,.259,5.2,13.7,.383,7.0,8.7,.806,0.7,4.1,4.8,6.6,1.4,0.2,4.7,6.9,19.3,,97,111
38,Michael Beasley,PF,20,MIA,81,19,2009,12.0,25.4,.472,0.9,2.2,.407,11.1,23.3,.478,4.9,6.4,.772,2.9,8.7,11.7,2.2,1.1,1.0,3.2,4.9,29.8,,103,108
39,Marco Belinelli,SG,22,GSW,42,23,882,7.8,17.6,.442,2.9,7.3,.397,4.9,10.3,.473,2.2,2.9,.769,0.6,3.4,3.9,4.9,2.0,0.1,3.3,4.0,20.6,,104,116
40,Charlie Bell,SG,29,MIL,70,23,1783,6.3,15.2,.414,2.5,7.0,.363,3.8,8.3,.458,1.9,2.3,.825,0.9,3.0,3.9,4.4,1.5,0.2,2.2,4.0,17.1,,105,111
41,Raja Bell,SG,32,TOT,67,66,2315,6.8,15.6,.437,2.6,6.2,.421,4.2,9.4,.448,2.0,2.3,.853,0.9,4.6,5.6,3.2,1.1,0.2,2.0,3.8,18.3,,109,111
42,Mike Bibby,PG,30,ATL,79,79,2740,8.5,19.6,.435,3.3,8.4,.390,5.3,11.3,.468,2.6,3.3,.789,0.7,4.7,5.4,7.7,1.9,0.2,2.5,2.8,23.0,,113,109
43,Andris Biedriņš,C,22,GSW,62,58,1863,8.1,14.0,.578,0.0,0.0,.000,8.1,14.0,.579,3.1,5.7,.551,5.9,12.3,18.2,3.2,1.7,2.5,2.9,6.2,19.3,,116,107
44,Chauncey Billups,PG,32,TOT,79,79,2789,7.5,17.9,.418,3.0,7.3,.408,4.5,10.7,.425,7.6,8.4,.913,0.6,3.8,4.4,9.3,1.7,0.3,3.2,2.9,25.6,,121,110
45,Steve Blake,PG,28,POR,69,69,2188,7.0,16.4,.428,3.5,8.3,.427,3.5,8.1,.429,1.6,1.9,.840,0.7,3.7,4.4,8.8,1.7,0.1,2.7,3.2,19.2,,118,110
46,Andray Blatche,C,22,WAS,71,36,1703,9.2,19.5,.471,0.2,0.7,.238,9.0,18.9,.479,3.5,5.0,.704,3.9,7.8,11.7,3.7,1.6,2.3,3.6,6.5,22.1,,101,111
47,Mark Blount,C,33,MIA,20,0,207,7.7,20.1,.385,2.8,7.0,.407,4.9,13.2,.373,2.1,3.4,.615,2.6,8.0,10.6,1.0,0.3,1.8,3.6,4.4,20.4,,88,109
48,Keith Bogans,SG,28,TOT,65,15,1272,4.9,13.2,.367,3.0,8.9,.339,1.8,4.3,.425,2.1,2.3,.912,1.3,7.0,8.2,2.6,1.8,0.2,1.7,4.3,14.9,,106,105
49,Andrew Bogut,C,24,MIL,36,33,1124,8.4,14.6,.577,0.0,0.0,,8.4,14.6,.577,2.6,4.5,.571,5.4,11.6,17.0,3.3,1.1,1.7,4.0,6.0,19.5,,107,105
50,Matt Bonner,PF,28,SAS,81,67,1928,7.5,15.1,.496,3.3,7.5,.440,4.2,7.5,.552,0.5,0.6,.739,2.7,8.1,10.9,2.3,1.3,0.7,1.0,5.4,18.8,,123,104
51,Josh Boone,C,24,NJN,62,7,995,6.1,11.5,.528,0.0,0.0,,6.1,11.5,.528,1.7,4.6,.376,5.6,8.3,13.8,1.7,1.2,2.6,1.7,5.7,13.8,,110,109
52,Calvin Booth,C,32,TOT,8,0,56,4.6,9.1,.500,0.0,0.0,,4.6,9.1,.500,5.5,7.3,.750,4.6,5.5,10.0,0.0,0.9,1.8,0.9,9.1,14.6,,127,115
53,Carlos Boozer,PF,27,UTA,37,37,1197,10.8,22.0,.490,0.0,0.0,,10.8,22.0,.490,4.2,6.0,.698,4.8,11.8,16.6,3.4,1.7,0.3,3.4,5.7,25.8,,105,105
54,Chris Bosh*,C,24,TOR,77,77,2928,11.0,22.5,.487,0.2,0.9,.245,10.7,21.6,.497,9.0,11.0,.817,3.8,9.9,13.7,3.4,1.2,1.4,3.1,3.4,31.1,,114,108
55,Bruce Bowen,SF,37,SAS,80,10,1506,2.8,6.7,.422,1.5,3.5,.429,1.3,3.2,.416,0.5,0.9,.538,0.6,4.7,5.2,1.4,1.3,0.5,0.9,4.4,7.7,,104,106
56,Ryan Bowen,SF,33,NOH,21,3,219,5.5,9.5,.579,0.0,0.0,,5.5,9.5,.579,0.7,1.2,.600,2.5,3.5,6.0,2.2,3.5,1.2,1.2,9.2,11.7,,118,105
57,Elton Brand,PF,29,PHI,29,23,920,9.5,21.2,.447,0.0,0.0,,9.5,21.2,.447,4.2,6.3,.676,4.5,10.3,14.7,2.1,1.0,2.6,3.9,4.5,23.1,,97,105
58,Corey Brewer,SF,22,MIN,15,8,307,6.3,15.4,.411,0.9,2.0,.417,5.5,13.3,.410,2.4,3.2,.737,3.1,5.3,8.4,4.3,2.6,0.5,2.2,6.3,15.9,,102,110
59,Ronnie Brewer,SF,23,UTA,81,80,2605,8.3,16.4,.508,0.4,1.7,.259,7.9,14.7,.537,4.9,7.0,.702,2.0,3.9,5.9,3.5,2.7,0.6,2.2,2.5,22.0,,113,108
60,Aaron Brooks,PG,24,HOU,80,35,1998,8.4,20.9,.404,3.0,8.2,.366,5.4,12.6,.428,4.0,4.6,.866,0.9,3.3,4.2,6.3,1.2,0.2,3.3,4.0,23.8,,105,108
61,Andre Brown,PF,27,CHA,4,0,41,1.3,9.3,.143,0.0,0.0,,1.3,9.3,.143,2.7,2.7,1.000,9.3,6.6,15.9,1.3,1.3,0.0,6.6,11.9,5.3,,64,107
62,Bobby Brown,SG-PG,24,TOT,68,2,931,7.8,19.8,.392,2.5,7.2,.346,5.3,12.7,.417,1.9,2.4,.791,0.8,2.1,2.9,6.5,1.2,0.2,3.5,5.2,19.9,,96,118
63,Dee Brown,PG,24,TOT,19,11,261,3.6,9.8,.367,1.4,4.8,.292,2.2,5.0,.440,0.6,1.0,.600,1.4,4.4,5.8,7.2,2.0,0.0,3.4,5.6,9.2,,92,115
64,Devin Brown,SG,30,NOH,63,5,869,7.0,19.7,.355,1.8,6.1,.289,5.2,13.6,.384,4.9,6.3,.780,2.0,5.5,7.5,3.4,2.0,0.3,3.4,5.1,20.6,,92,108
65,Kwame Brown,C,26,DET,58,30,999,5.0,9.4,.533,0.0,0.0,,5.0,9.4,.533,3.5,6.8,.516,5.0,11.0,16.1,1.8,1.3,1.3,2.8,7.6,13.5,,106,105
66,Shannon Brown,SG,23,TOT,48,0,477,8.7,18.4,.473,1.6,4.1,.378,7.2,14.3,.500,3.6,4.4,.821,1.2,3.7,4.9,4.2,2.5,0.8,4.2,4.7,22.6,,101,106
67,Kobe Bryant*,SG,30,LAL,82,82,2960,13.8,29.4,.467,2.0,5.8,.351,11.7,23.7,.496,8.3,9.7,.856,1.5,5.8,7.4,6.9,2.1,0.6,3.6,3.3,37.8,,115,106
68,Greg Buckner,SF,32,MEM,63,0,878,3.7,9.6,.384,0.8,3.1,.255,2.9,6.5,.444,1.2,1.5,.800,1.9,5.9,7.9,3.5,1.8,0.5,2.3,6.5,9.4,,94,110
69,Caron Butler,SG,28,WAS,67,67,2585,10.0,22.1,.453,1.3,4.3,.310,8.7,17.9,.487,7.0,8.2,.858,2.4,6.0,8.4,5.9,2.2,0.4,4.3,3.4,28.4,,108,113
70,Rasual Butler,SF,29,NOH,82,74,2614,7.3,16.8,.433,2.9,7.5,.390,4.4,9.3,.468,1.8,2.3,.782,1.0,4.6,5.7,1.6,1.1,1.3,1.2,3.3,19.3,,109,109
71,Andrew Bynum,C,21,LAL,50,50,1446,9.9,17.7,.560,0.0,0.0,,9.9,17.7,.560,5.4,7.6,.707,4.8,9.2,14.0,2.5,0.6,3.2,3.0,5.5,25.1,,118,104
72,Will Bynum,PG,26,DET,57,1,803,10.8,23.6,.456,0.2,1.3,.158,10.5,22.3,.474,6.5,8.2,.798,1.3,3.9,5.2,10.8,2.3,0.1,5.2,5.9,28.3,,103,109
73,José Calderón,PG,27,TOR,68,68,2333,7.2,14.4,.497,1.8,4.5,.406,5.3,9.9,.538,3.4,3.4,.981,0.4,4.0,4.3,13.6,1.7,0.2,3.2,2.5,19.5,,123,112
74,Marcus Camby,C,34,LAC,62,55,1925,6.9,13.4,.512,0.0,0.1,.250,6.9,13.3,.514,3.6,4.9,.725,4.4,14.3,18.7,3.4,1.4,3.6,2.5,3.5,17.4,,112,104
75,Brian Cardinal,PF,31,MIN,64,4,909,3.7,9.7,.385,1.7,5.3,.326,2.0,4.4,.455,1.7,2.0,.857,2.2,5.9,8.2,4.4,2.1,0.7,2.8,7.8,11.0,,102,110
76,Rodney Carney,SG,24,MIN,67,6,1199,7.7,18.5,.416,3.5,9.9,.350,4.2,8.6,.492,2.2,2.9,.758,1.6,3.9,5.5,1.1,2.0,1.3,1.9,4.1,21.0,,105,111
77,Matt Carroll,SG,28,TOT,55,10,616,5.7,15.0,.380,1.1,4.6,.245,4.6,10.3,.441,1.8,2.2,.840,0.6,5.4,6.0,2.4,1.8,0.5,2.9,5.9,14.4,,86,108
78,Anthony Carter,PG,33,DEN,78,5,1787,4.8,11.0,.433,0.6,2.5,.239,4.2,8.5,.490,1.6,2.2,.731,1.1,4.7,5.8,10.4,2.7,0.4,4.4,4.0,11.7,,98,107
79,Vince Carter,SG,32,NJN,80,80,2946,10.7,24.4,.437,2.7,7.1,.385,7.9,17.3,.459,6.1,7.4,.817,1.3,6.1,7.4,6.8,1.5,0.7,3.0,4.2,30.1,,112,112
80,Mario Chalmers,PG,22,MIA,82,82,2626,5.7,13.5,.420,2.3,6.3,.367,3.3,7.1,.467,3.0,3.9,.767,0.8,3.9,4.6,8.2,3.3,0.2,3.4,4.9,16.6,,107,107
81,Tyson Chandler,C,26,NOH,45,45,1445,6.1,10.7,.565,0.0,0.0,,6.1,10.7,.565,2.9,5.0,.579,6.2,8.7,14.9,0.8,0.6,2.1,2.6,5.4,15.0,,113,107
82,Wilson Chandler,SF,21,NYK,82,70,2735,8.3,19.1,.432,1.9,5.7,.328,6.4,13.4,.476,3.1,3.9,.795,1.7,6.4,8.1,3.1,1.3,1.4,2.5,4.5,21.5,,103,110
83,Speedy Claxton,PG,30,ATL,2,0,15,7.1,25.0,.286,0.0,0.0,,7.1,25.0,.286,3.6,7.1,.500,0.0,0.0,0.0,10.7,0.0,0.0,0.0,3.6,17.9,,88,117
84,Jarron Collins,C,30,UTA,26,3,201,4.1,9.0,.457,0.0,0.0,,4.1,9.0,.457,2.1,2.8,.727,5.1,4.4,9.5,1.8,0.5,0.3,2.3,9.0,10.3,,105,112
85,Jason Collins,C,30,MIN,31,22,422,2.7,8.7,.314,0.0,0.0,,2.7,8.7,.314,1.6,3.5,.464,3.5,5.2,8.7,1.4,1.1,1.6,1.5,9.1,7.1,,84,112
86,Mardy Collins,PG-SG,24,TOT,48,14,890,6.1,14.4,.425,0.8,1.8,.419,5.4,12.6,.426,1.6,2.7,.609,1.8,4.4,6.2,6.5,1.8,0.6,3.4,4.7,14.6,,94,113
87,Nick Collison,C,28,OKC,71,40,1831,6.8,12.0,.568,0.0,0.1,.000,6.8,11.9,.570,2.7,3.8,.721,5.1,8.6,13.7,1.8,1.4,1.4,2.0,6.7,16.4,,119,108
88,Mike Conley,PG,21,MEM,82,61,2508,6.9,15.5,.442,1.9,4.6,.406,5.0,10.9,.458,3.4,4.2,.817,0.5,5.3,5.9,7.5,1.9,0.2,3.0,3.1,19.0,,109,111
89,Brian Cook,PF,28,TOT,30,0,171,8.5,23.2,.368,4.0,9.2,.433,4.6,14.0,.326,1.5,1.8,.833,2.1,7.6,9.8,1.5,0.9,0.9,4.0,7.9,22.6,,88,103
90,Daequan Cook,SF,21,MIA,75,4,1833,7.0,18.8,.375,4.5,11.5,.387,2.6,7.3,.356,1.4,1.6,.875,0.6,5.0,5.5,2.1,1.1,0.3,1.2,3.6,20.0,,104,111
91,Jamal Crawford,PG-SG,28,TOT,65,65,2479,8.3,20.2,.410,2.8,7.8,.360,5.5,12.4,.441,5.9,6.8,.872,0.5,3.4,3.8,5.7,1.1,0.3,2.9,1.8,25.3,,110,117
92,Joe Crawford,SF,22,NYK,2,0,23,6.5,21.6,.300,2.2,8.6,.250,4.3,12.9,.333,4.3,4.3,1.000,2.2,6.5,8.6,2.2,2.2,0.0,0.0,4.3,19.4,,99,110
93,Javaris Crittenton,PG-SG,21,TOT,63,10,1174,5.9,12.8,.460,0.1,0.7,.133,5.8,12.1,.478,2.4,4.1,.576,2.6,4.9,7.5,6.7,1.8,0.3,3.7,4.5,14.2,,97,115
94,Austin Croshere,PF,33,TOT,14,0,100,7.3,20.4,.359,2.6,7.9,.333,4.7,12.6,.375,3.7,6.3,.583,5.8,12.1,17.8,4.7,0.5,0.5,3.1,2.6,21.0,,99,106
95,Eddy Curry,C,26,NYK,3,0,12,8.3,8.3,1.000,0.0,0.0,,8.3,8.3,1.000,4.1,12.4,.333,0.0,16.5,16.5,0.0,0.0,0.0,8.3,20.7,20.7,,77,107
96,Samuel Dalembert,C,27,PHI,82,82,2036,5.7,11.4,.498,0.0,0.1,.000,5.7,11.3,.500,2.4,3.2,.734,5.6,12.8,18.4,0.5,0.9,3.8,3.1,6.5,13.7,,103,103
97,Erick Dampier,C,33,DAL,80,80,1836,5.2,8.0,.650,0.0,0.0,,5.2,8.0,.650,2.6,4.0,.638,6.2,10.0,16.1,2.2,0.7,2.7,2.1,5.5,13.0,,129,107
98,Antonio Daniels,PG,33,TOT,74,9,1021,5.2,12.5,.419,1.2,3.2,.367,4.1,9.3,.438,4.2,5.3,.800,0.3,3.8,4.1,9.4,1.4,0.1,3.3,2.9,15.9,,108,112
99,Marquis Daniels,SF,28,IND,54,43,1700,9.1,20.2,.451,0.5,2.6,.200,8.6,17.5,.489,2.7,3.8,.721,2.3,4.9,7.3,3.3,1.8,0.8,2.8,3.5,21.4,,99,110
100,Jermareo Davidson,SF,24,GSW,14,0,111,7.5,15.4,.486,0.0,0.0,,7.5,15.4,.486,3.5,7.5,.471,4.4,10.6,15.0,0.4,0.9,1.3,2.2,5.3,18.5,,101,112
101,Baron Davis,PG,29,LAC,65,60,2248,8.2,22.2,.370,2.3,7.6,.302,5.9,14.6,.406,3.7,4.9,.757,1.1,4.5,5.5,11.6,2.5,0.8,4.5,4.5,22.4,,97,111
102,Glen Davis,C,23,BOS,76,16,1637,6.5,14.6,.442,0.1,0.2,.400,6.4,14.4,.443,4.2,5.8,.730,3.9,5.8,9.8,2.2,1.7,0.6,2.3,7.5,17.2,,106,103
103,Paul Davis,PF,24,LAC,27,1,320,6.5,16.0,.408,0.0,0.2,.000,6.5,15.8,.412,4.4,5.5,.794,4.6,6.4,10.9,2.0,1.6,0.5,2.1,7.2,17.4,,102,112
104,Ricky Davis,SG,29,LAC,36,9,785,5.5,16.3,.339,2.3,7.4,.315,3.2,8.9,.358,2.1,2.4,.861,0.6,3.4,4.0,5.4,1.3,0.3,2.6,4.2,15.4,,92,115
105,Luol Deng,SF,23,CHI,49,46,1665,8.2,18.3,.448,0.2,0.6,.400,8.0,17.7,.450,4.7,5.9,.796,2.5,6.7,9.1,2.9,1.9,0.8,2.2,2.6,21.4,,106,109
106,Boris Diaw,PF,26,TOT,81,59,2754,8.7,17.2,.507,1.5,3.5,.414,7.2,13.6,.531,2.0,2.9,.687,2.3,6.1,8.4,6.5,1.2,1.0,4.2,3.9,20.8,,105,109
107,Yakhouba Diawara,SF,26,MIA,63,21,851,4.8,13.6,.350,3.2,10.2,.313,1.6,3.4,.463,0.6,1.2,.526,1.6,3.5,5.1,1.7,0.8,0.4,1.0,4.7,13.4,,101,113
108,Travis Diener,PG,26,IND,55,0,719,5.1,12.4,.413,3.2,8.2,.390,1.9,4.2,.459,0.8,1.0,.800,0.4,5.5,5.9,8.4,1.8,0.3,1.5,2.9,14.3,,122,110
109,Ike Diogu,PF,25,TOT,29,1,215,9.5,18.0,.527,0.2,0.5,.500,9.3,17.5,.528,9.7,12.9,.755,6.3,7.3,13.6,0.7,0.7,0.7,2.9,5.6,29.0,,121,114
110,DeSagana Diop,C,27,TOT,75,1,1036,3.8,8.8,.433,0.0,0.0,,3.8,8.8,.433,1.1,3.4,.333,5.9,8.2,14.1,1.7,1.5,2.9,2.0,6.6,8.8,,97,104
111,Juan Dixon,PG,30,WAS,50,6,816,6.5,16.6,.395,1.6,4.8,.333,4.9,11.7,.420,2.2,2.5,.872,0.5,3.8,4.3,7.6,2.3,0.4,4.5,4.8,16.9,,92,115
112,Keyon Dooling,PG,28,NJN,77,18,2074,6.7,15.4,.436,2.5,6.0,.421,4.2,9.3,.446,3.3,4.0,.825,0.6,3.4,4.0,7.0,1.8,0.2,2.7,3.5,19.3,,112,113
113,Joey Dorsey,PF,25,HOU,3,0,6,8.9,17.7,.500,0.0,0.0,,8.9,17.7,.500,0.0,0.0,,0.0,8.9,8.9,8.9,0.0,0.0,0.0,0.0,17.7,,122,108
114,Quincy Douby,PG,24,TOT,27,0,300,7.2,18.8,.382,2.4,7.9,.304,4.8,10.9,.438,2.9,3.2,.895,1.0,4.4,5.5,4.3,0.9,0.9,2.2,4.6,19.6,,100,116
115,Chris Douglas-Roberts,SG,22,NJN,44,3,585,7.4,16.1,.460,0.3,1.1,.250,7.1,15.0,.476,4.7,5.7,.823,1.3,3.3,4.6,4.7,1.1,0.6,2.8,3.1,19.7,,106,115
116,Goran Dragić,PG,22,PHO,55,1,728,6.0,15.4,.393,1.4,3.7,.370,4.7,11.7,.400,3.4,4.5,.769,2.3,4.8,7.1,7.6,2.0,0.2,5.0,6.0,16.9,,96,113
117,Jared Dudley,SF,23,TOT,68,7,1155,6.1,12.7,.477,1.3,3.3,.392,4.8,9.4,.507,3.2,4.7,.676,3.7,5.5,9.1,2.5,2.5,0.4,1.9,4.7,16.6,,116,109
118,Chris Duhon,PG,26,NYK,79,78,2906,4.9,11.6,.421,2.2,5.6,.391,2.7,6.1,.449,3.1,3.6,.856,0.8,3.4,4.2,9.7,1.2,0.1,3.8,2.2,15.0,,110,114
119,Tim Duncan*,C,32,SAS,75,75,2524,12.0,23.8,.504,0.0,0.0,.000,12.0,23.8,.505,7.2,10.4,.692,4.3,12.9,17.2,5.7,0.8,2.7,3.5,3.7,31.2,,111,100
120,Mike Dunleavy,SG,28,IND,18,14,495,9.3,23.3,.401,3.2,9.0,.356,6.1,14.3,.430,5.3,6.5,.815,1.4,5.4,6.8,4.4,1.2,0.9,3.8,3.6,27.2,,101,111
121,Kevin Durant,SF,20,OKC,74,74,2885,11.7,24.7,.476,1.7,4.1,.422,10.0,20.6,.486,8.0,9.3,.863,1.4,7.2,8.6,3.6,1.7,0.9,4.0,2.4,33.3,,111,109
122,Monta Ellis,SG,23,GSW,25,25,892,10.6,23.6,.451,0.4,1.4,.308,10.2,22.1,.460,4.3,5.2,.830,0.8,5.2,5.9,5.1,2.1,0.4,3.7,3.7,26.0,,99,114
