,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg
16,Hilton Armstrong,C,22,NOK,56,5,634,5.7,10.5,.544,0.0,0.0,,5.7,10.5,.544,3.4,5.6,.597,4.9,7.6,12.5,0.8,1.0,2.2,2.9,6.6,14.8,,106,105
17,Carlos Arroyo,PG,27,ORL,72,5,1304,8.3,19.6,.425,0.6,2.1,.275,7.7,17.5,.443,5.4,6.8,.795,1.3,4.2,5.5,8.3,1.6,0.1,3.7,5.4,22.6,,105,107
18,Chucky Atkins,PG,32,MEM,75,23,2064,7.7,17.8,.434,2.9,7.6,.379,4.8,10.2,.474,6.3,7.7,.810,0.4,3.0,3.5,8.6,1.2,0.1,3.2,3.4,24.5,,117,116
19,James Augustine,PF,22,ORL,2,0,7,7.6,22.9,.333,0.0,0.0,,7.6,22.9,.333,0.0,0.0,,7.6,15.3,22.9,15.3,0.0,0.0,0.0,15.3,15.3,,112,102
20,Kelenna Azubuike,SG,23,GSW,41,9,669,7.1,15.9,.445,2.5,5.7,.430,4.6,10.2,.454,4.4,5.6,.782,1.9,4.9,6.8,2.0,1.6,0.7,2.8,3.5,21.1,,108,109
21,Renaldo Balkman,SF,22,NYK,68,1,1064,6.9,13.7,.505,0.2,1.3,.185,6.7,12.3,.540,2.5,4.5,.567,4.8,9.8,14.6,2.2,2.8,2.2,2.4,7.3,16.6,,109,102
22,Marcus Banks,PG,25,PHO,45,1,503,8.4,19.6,.429,0.5,2.9,.172,7.9,16.7,.473,4.8,6.0,.800,1.0,2.8,3.8,6.0,2.3,0.3,4.0,7.0,22.1,,97,108
23,Leandro Barbosa,SG,24,PHO,80,18,2613,10.2,21.3,.476,3.6,8.4,.434,6.5,12.9,.504,3.8,4.5,.845,0.4,3.7,4.1,6.1,1.8,0.3,2.8,4.0,27.7,,115,108
24,J.J. Barea,PG,22,DAL,33,1,191,7.9,21.9,.359,1.7,5.9,.286,6.2,16.0,.386,4.5,6.7,.667,2.0,5.1,7.0,6.7,0.3,0.3,3.9,5.3,21.9,,94,108
25,Andrea Bargnani,PF,21,TOR,65,2,1629,8.5,19.9,.427,3.2,8.5,.373,5.3,11.4,.468,3.7,4.5,.824,1.7,6.5,8.1,1.6,1.0,1.7,3.4,5.7,23.9,,99,106
26,Matt Barnes,PF,26,GSW,76,23,1813,7.3,16.8,.438,2.8,7.7,.366,4.5,9.0,.500,2.4,3.3,.732,2.4,6.9,9.3,4.2,1.9,1.1,2.8,5.0,19.9,,107,107
27,Andre Barrett,PG,24,CHI,6,0,29,7.1,14.1,.500,0.0,0.0,,7.1,14.1,.500,0.0,0.0,,1.8,7.1,8.8,12.4,0.0,0.0,7.1,7.1,14.1,,90,104
28,Earl Barron,C,25,MIA,28,0,203,6.3,21.8,.289,0.0,0.3,.000,6.3,21.6,.293,4.5,4.7,.944,5.0,5.8,10.8,1.3,1.6,1.1,2.9,5.5,17.1,,81,106
29,Brent Barry,SG,35,SAS,75,28,1631,6.6,13.9,.475,4.2,9.4,.446,2.4,4.5,.536,3.4,3.8,.880,0.6,4.7,5.2,4.5,1.8,0.4,2.0,2.9,20.8,,126,102
30,Brandon Bass,PF,21,NOK,21,3,162,4.9,14.4,.341,0.0,0.3,.000,4.9,14.1,.349,3.9,5.3,.750,4.3,9.9,14.1,1.0,0.7,1.0,3.3,5.3,13.8,,86,106
31,Maceo Baston,PF,31,IND,47,2,405,6.3,9.7,.645,0.4,0.9,.429,5.9,8.8,.667,4.7,6.0,.787,2.7,6.8,9.5,2.1,1.5,2.3,4.1,8.3,17.7,,113,104
32,Esteban Batista,PF,23,ATL,13,0,81,5.3,10.5,.500,0.0,0.0,,5.3,10.5,.500,2.6,4.6,.571,4.6,15.1,19.8,2.6,2.0,0.0,2.6,8.6,13.2,,105,102
33,Tony Battie,PF,30,ORL,66,66,1575,6.0,12.2,.489,0.0,0.0,.000,6.0,12.2,.490,1.8,2.6,.675,3.1,8.5,11.7,1.2,1.0,1.0,2.1,6.3,13.7,,103,104
34,Shane Battier,SF,28,HOU,82,82,2988,5.2,11.6,.446,2.8,6.6,.421,2.4,5.0,.480,1.6,2.0,.779,1.2,4.8,6.0,3.1,1.4,1.1,1.3,3.4,14.7,,119,102
35,Charlie Bell,SG,27,MIL,82,64,2848,7.8,17.8,.437,2.3,6.6,.352,5.5,11.2,.488,2.4,3.1,.780,1.0,3.3,4.3,4.5,1.8,0.1,1.9,3.9,20.3,,110,114
36,Raja Bell,SG,30,PHO,78,78,2917,7.1,16.3,.432,3.5,8.5,.413,3.5,7.8,.452,2.0,2.6,.776,0.8,3.5,4.3,3.4,0.9,0.4,1.4,4.0,19.7,,113,110
37,Mike Bibby,PG,28,SAC,82,82,2784,8.6,21.2,.404,3.1,8.7,.360,5.4,12.5,.435,5.2,6.3,.830,0.7,4.1,4.8,7.1,1.6,0.1,3.6,2.5,25.5,,105,110
38,Andris Biedriņš,C,20,GSW,82,63,2382,7.1,11.8,.599,0.0,0.0,,7.1,11.8,.599,1.8,3.4,.521,5.1,10.4,15.5,1.8,1.4,2.8,2.4,6.2,15.9,,115,104
39,Chauncey Billups,PG,30,DET,70,70,2533,7.6,17.7,.427,2.4,6.9,.345,5.2,10.8,.479,8.4,9.5,.883,0.5,4.6,5.1,10.9,1.8,0.4,3.0,3.5,25.9,,123,106
40,Steve Blake,PG,26,TOT,82,42,2225,4.7,11.4,.411,1.5,4.7,.322,3.2,6.8,.472,1.0,1.4,.672,0.5,3.3,3.8,9.2,1.4,0.2,2.9,2.7,11.9,,103,111
41,Will Blalock,PG,23,DET,14,0,166,3.0,9.9,.300,0.3,1.7,.200,2.7,8.3,.320,2.0,2.0,1.000,2.0,3.0,5.0,5.6,1.7,0.0,4.0,3.0,8.3,,80,108
42,Andray Blatche,PF,20,WAS,56,13,682,6.4,14.7,.437,0.3,2.0,.148,6.1,12.7,.482,2.2,3.7,.612,5.8,8.5,14.3,2.9,1.3,2.4,3.7,7.0,15.4,,97,108
43,Mark Blount,C,31,MIN,82,81,2544,8.9,17.4,.509,0.2,0.6,.290,8.7,16.8,.517,3.0,4.0,.754,2.8,7.7,10.5,1.4,0.9,1.2,3.3,5.0,21.0,,100,108
44,Keith Bogans,SG,26,ORL,59,18,990,5.3,13.2,.404,2.9,7.4,.387,2.5,5.8,.426,2.5,3.4,.746,0.9,4.2,5.0,3.2,1.5,0.1,2.5,5.3,16.1,,106,107
45,Andrew Bogut,C,22,MIL,66,66,2258,8.0,14.5,.553,0.0,0.1,.200,8.0,14.4,.556,2.6,4.5,.577,3.9,9.6,13.4,4.6,1.1,0.8,3.5,5.0,18.6,,108,110
46,Matt Bonner,PF,26,SAS,56,0,653,8.7,19.4,.447,2.9,7.7,.383,5.7,11.7,.490,2.2,3.1,.711,5.2,7.5,12.8,1.8,1.4,0.9,2.0,5.5,22.5,,111,100
47,Josh Boone,PF,22,NJN,61,0,669,7.8,13.4,.579,0.0,0.0,,7.8,13.4,.579,4.4,8.1,.544,5.0,8.8,13.8,0.8,0.9,1.6,2.6,7.4,19.9,,111,105
48,Calvin Booth,C,30,WAS,44,1,380,4.2,8.9,.470,0.1,0.3,.500,4.0,8.6,.469,0.8,1.3,.600,3.6,7.3,10.9,2.4,0.5,3.9,1.2,9.5,9.3,,111,109
49,Carlos Boozer,PF,25,UTA,74,74,2557,13.3,23.6,.561,0.0,0.0,,13.3,23.6,.561,5.2,7.6,.685,4.8,13.0,17.8,4.5,1.4,0.4,4.0,4.4,31.7,,114,104
50,Chris Bosh*,C,22,TOR,69,69,2658,10.6,21.3,.496,0.2,0.7,.343,10.4,20.7,.501,9.0,11.5,.785,3.6,10.8,14.5,3.4,0.8,1.8,3.5,3.2,30.5,,112,104
51,Bruce Bowen,SF,35,SAS,82,82,2464,4.1,10.1,.405,1.9,5.0,.384,2.2,5.1,.426,0.9,1.6,.589,0.5,4.3,4.8,2.5,1.3,0.5,1.4,3.8,11.1,,101,103
52,Earl Boykins,PG,30,TOT,66,23,2031,8.1,19.2,.420,2.4,6.0,.397,5.7,13.2,.430,5.5,6.1,.898,1.2,2.2,3.5,7.3,1.4,0.0,3.0,2.3,24.0,,113,113
53,Cedric Bozeman,SG,23,ATL,23,5,199,2.9,10.5,.282,0.5,3.5,.154,2.4,7.0,.346,0.5,1.6,.333,0.8,5.4,6.2,2.4,1.3,0.5,2.4,8.6,7.0,,66,110
54,Elton Brand,PF,27,LAC,80,80,3077,11.1,20.8,.533,0.0,0.0,1.000,11.1,20.8,.532,6.0,7.9,.761,4.6,8.2,12.8,4.0,1.3,3.1,3.5,4.1,28.2,,114,103
55,Ronnie Brewer,SG,21,UTA,56,14,675,7.9,15.0,.528,0.0,0.7,.000,7.9,14.3,.554,4.3,6.4,.675,2.9,3.0,5.8,1.9,2.9,0.5,1.9,3.4,20.2,,115,107
56,Primož Brezec,C,27,CHA,58,40,838,7.6,17.1,.445,0.1,0.2,.333,7.5,16.9,.446,2.7,4.2,.632,5.0,6.5,11.5,1.4,0.7,1.4,2.4,10.0,17.9,,98,109
57,Andre Brown,PF,25,SEA,38,0,271,8.1,14.3,.568,0.0,0.2,.000,8.1,14.1,.575,1.7,2.9,.600,5.0,9.3,14.3,0.4,1.2,0.8,5.6,5.0,17.9,,92,109
58,Dee Brown,PG,22,UTA,49,0,450,3.7,11.4,.327,0.7,3.3,.214,3.0,8.2,.371,2.8,4.3,.649,0.9,3.7,4.7,9.7,2.6,0.8,3.6,5.9,10.9,,93,107
59,Devin Brown,SG,28,NOK,58,49,1662,7.5,17.8,.420,2.6,7.3,.357,4.9,10.5,.463,3.9,5.0,.794,1.8,6.3,8.0,4.8,1.4,0.3,2.9,4.4,21.4,,109,108
60,Kwame Brown,C,24,LAL,41,28,1132,6.5,11.0,.591,0.0,0.0,.000,6.5,10.9,.593,2.7,6.1,.440,3.7,7.4,11.1,3.4,1.8,2.2,3.4,5.6,15.6,,104,106
61,P.J. Brown,PF,37,CHI,72,49,1456,6.0,14.7,.407,0.0,0.1,.000,6.0,14.6,.409,3.4,4.3,.787,4.5,7.7,12.2,1.7,0.8,1.8,3.0,6.6,15.3,,95,100
62,Shannon Brown,SG,21,CLE,23,5,202,7.3,19.4,.378,1.8,6.5,.280,5.5,12.8,.429,2.6,3.7,.714,1.6,3.9,5.5,2.6,1.8,0.8,3.7,6.3,19.1,,88,103
63,Kobe Bryant*,SG,28,LAL,77,77,3140,13.3,28.7,.463,2.2,6.5,.344,11.0,22.2,.497,10.9,12.6,.868,1.2,5.9,7.2,6.7,1.8,0.6,4.2,3.4,39.7,,115,109
64,Greg Buckner,SG,30,DAL,76,11,1372,4.8,11.7,.411,1.3,4.0,.311,3.6,7.7,.464,1.1,1.3,.794,1.4,4.8,6.2,2.7,1.8,0.3,1.6,5.9,11.9,,102,105
65,Pat Burke,C,33,PHO,23,0,164,7.0,19.9,.354,1.8,6.7,.273,5.2,13.2,.395,2.4,4.0,.615,3.7,10.7,14.4,1.5,0.9,0.6,2.1,5.8,18.4,,91,105
66,Caron Butler,SF,26,WAS,63,63,2474,9.3,20.1,.463,0.4,1.5,.250,8.9,18.6,.480,5.8,6.8,.863,3.0,6.6,9.6,4.8,2.8,0.4,3.7,3.9,24.8,,108,109
67,Jackie Butler,C,21,SAS,11,2,103,8.3,18.2,.457,0.0,0.0,,8.3,18.2,.457,4.7,5.2,.900,3.1,8.3,11.4,2.6,1.0,0.0,5.2,8.3,21.3,,93,101
68,Rasual Butler,SF,27,NOK,81,38,2223,7.5,18.9,.398,3.2,8.7,.369,4.3,10.2,.424,1.3,2.1,.644,1.0,5.1,6.1,1.5,1.0,1.3,1.6,3.5,19.6,,102,108
69,Andrew Bynum,C,19,LAL,82,53,1793,7.1,12.7,.558,0.0,0.1,.000,7.1,12.6,.561,4.1,6.1,.668,4.0,9.9,13.9,2.7,0.3,3.7,3.3,7.1,18.2,,110,106
70,José Calderón,PG,25,TOR,77,11,1614,8.4,16.2,.521,0.8,2.4,.333,7.6,13.8,.553,3.8,4.6,.818,0.7,3.6,4.3,12.4,2.0,0.2,3.5,4.4,21.5,,117,108
71,Marcus Camby,C,32,DEN,70,70,2369,6.5,13.7,.473,0.0,0.0,.000,6.5,13.7,.475,3.3,4.6,.729,3.4,13.6,17.0,4.6,1.8,4.8,2.5,3.8,16.3,,109,97
72,Brian Cardinal,PF,29,MEM,28,1,313,6.9,13.9,.494,2.9,7.2,.409,3.9,6.7,.585,4.1,4.4,.926,2.1,7.5,9.7,5.1,3.6,0.2,3.8,6.9,20.8,,118,108
73,Rodney Carney,SF,22,PHI,67,35,1169,8.2,17.7,.464,1.1,3.3,.347,7.1,14.5,.491,2.4,3.9,.609,1.8,4.0,5.8,1.2,1.7,1.0,1.9,5.3,20.0,,101,108
74,Matt Carroll,SG,26,CHA,72,47,1878,7.9,18.3,.433,3.1,7.4,.416,4.8,10.9,.445,5.2,5.8,.904,1.0,4.8,5.7,2.5,1.5,0.2,2.0,4.9,24.1,,114,110
75,Anthony Carter,PG,31,DEN,2,0,37,4.0,10.7,.375,0.0,2.7,.000,4.0,8.0,.500,0.0,0.0,,0.0,4.0,4.0,14.6,0.0,1.3,8.0,5.3,8.0,,74,111
76,Vince Carter,SG,30,NJN,82,82,3126,12.2,26.9,.454,2.6,7.3,.357,9.6,19.5,.491,7.8,9.7,.802,1.9,6.4,8.3,6.6,1.4,0.5,3.6,4.5,34.8,,111,107
77,Sam Cassell,PG,37,LAC,58,30,1407,9.8,23.5,.418,1.2,4.1,.294,8.6,19.4,.444,6.0,6.8,.879,1.0,5.3,6.3,10.1,1.1,0.3,3.8,4.7,26.8,,106,109
78,Kelvin Cato,C,32,NYK,18,0,95,3.9,12.2,.318,0.0,0.0,,3.9,12.2,.318,4.5,6.7,.667,6.7,10.6,17.3,0.0,1.7,5.6,3.3,5.6,12.2,,88,100
79,Tyson Chandler,C,24,NOK,73,73,2525,6.2,9.9,.624,0.0,0.0,.000,6.2,9.8,.625,2.2,4.2,.527,6.7,12.3,19.0,1.4,0.8,2.7,2.7,5.1,14.5,,117,103
80,Josh Childress,SG,23,ATL,55,13,2024,6.9,13.6,.504,0.7,2.0,.338,6.2,11.6,.533,4.4,5.5,.795,3.2,5.7,9.0,3.3,1.5,0.9,2.1,3.1,18.8,,119,109
81,Doug Christie,SG,36,LAC,7,0,82,3.2,11.0,.294,0.6,3.9,.167,2.6,7.1,.364,1.3,1.9,.667,1.9,5.2,7.1,5.2,1.9,0.6,3.2,7.1,8.4,,78,106
82,Speedy Claxton,PG,28,ATL,42,31,1054,4.6,14.1,.327,0.3,1.4,.214,4.3,12.7,.340,1.7,3.0,.550,0.6,3.5,4.1,9.4,3.6,0.2,3.8,6.6,11.2,,82,107
83,Jarron Collins,C,28,UTA,82,9,913,4.3,9.8,.441,0.0,0.0,,4.3,9.8,.441,3.1,4.8,.651,4.1,5.7,9.8,3.4,0.7,0.5,2.1,8.4,11.7,,107,110
84,Jason Collins,PF,28,NJN,80,78,1844,1.6,4.3,.364,0.0,0.1,.000,1.6,4.2,.369,1.7,3.6,.465,2.6,6.4,9.0,1.3,1.1,1.1,2.1,7.8,4.8,,83,107
85,Mardy Collins,SF,22,NYK,52,9,777,5.9,15.5,.382,0.9,3.2,.277,5.0,12.3,.409,3.3,5.6,.585,1.9,5.2,7.1,5.6,2.2,0.2,3.9,5.1,16.0,,92,109
86,Nick Collison,C,26,SEA,82,56,2378,7.0,14.0,.500,0.0,0.0,.000,7.0,13.9,.502,3.4,4.4,.774,5.0,9.6,14.6,1.8,1.1,1.5,2.7,6.4,17.4,,110,109
87,Will Conroy,PG-SG,24,TOT,7,0,52,0.0,3.0,.000,0.0,0.0,,0.0,3.0,.000,0.0,4.0,.000,3.0,4.0,7.0,9.1,0.0,0.0,2.0,7.0,0.0,,72,114
88,Brian Cook,PF,26,LAL,65,24,1018,9.3,20.6,.453,2.3,5.8,.400,7.0,14.8,.474,1.7,2.4,.723,3.1,7.8,10.8,3.3,1.3,1.4,2.6,6.8,22.7,,105,108
89,Jamal Crawford,SG,26,NYK,59,36,2198,8.5,21.3,.400,2.5,7.7,.320,6.0,13.6,.445,5.5,6.5,.838,1.1,3.5,4.5,6.2,1.4,0.2,3.9,2.7,25.0,,105,112
90,Austin Croshere,PF,31,DAL,61,2,727,5.8,16.4,.351,1.9,6.7,.286,3.8,9.7,.397,3.3,3.8,.865,2.4,11.3,13.7,3.2,1.0,0.4,2.4,5.0,16.7,,100,102
91,Eddy Curry,C,24,NYK,81,81,2849,10.9,18.9,.576,0.0,0.0,1.000,10.8,18.8,.575,7.5,12.2,.615,3.6,7.0,10.6,1.3,0.6,0.7,5.5,4.9,29.3,,105,110
92,Samuel Dalembert,C,25,PHI,82,82,2535,7.4,13.7,.541,0.0,0.0,.000,7.4,13.7,.543,3.5,4.7,.746,5.0,10.3,15.3,1.3,1.0,3.3,3.4,6.0,18.4,,108,103
93,Erick Dampier,C,31,DAL,76,73,1915,5.9,9.4,.626,0.0,0.0,,5.9,9.4,.626,3.3,5.3,.623,6.1,9.8,15.8,1.2,0.7,2.3,3.0,6.7,15.0,,118,102
94,Antonio Daniels,SG,31,WAS,80,8,1761,5.0,11.3,.442,0.6,1.8,.302,4.4,9.4,.469,6.0,7.2,.832,0.5,3.9,4.4,8.4,1.1,0.3,2.0,2.3,16.5,,123,114
95,Marquis Daniels,SG,26,IND,45,4,800,8.4,18.2,.459,0.4,1.7,.231,8.0,16.5,.482,3.6,5.2,.700,1.7,3.6,5.3,3.7,1.8,0.5,3.6,3.6,20.8,,97,108
96,Baron Davis,PG,27,GSW,63,62,2221,9.9,22.4,.439,1.9,6.1,.304,8.0,16.3,.489,6.0,8.0,.745,1.1,4.9,6.0,11.1,2.9,0.6,4.2,3.9,27.5,,109,106
97,Dale Davis,C,37,DET,46,6,464,3.9,8.8,.446,0.0,0.0,,3.9,8.8,.446,2.0,3.1,.654,7.0,9.2,16.2,1.4,1.2,4.0,1.8,7.0,9.8,,112,100
98,Paul Davis,C,22,LAC,31,0,180,6.5,15.3,.423,0.0,0.0,,6.5,15.3,.423,2.1,2.9,.700,6.2,6.8,12.9,2.1,1.8,1.5,2.4,8.2,15.0,,99,105
99,Ricky Davis,SF,27,MIN,81,81,3021,8.8,19.0,.465,2.1,5.4,.397,6.7,13.6,.492,4.2,5.0,.839,0.9,4.6,5.5,6.7,1.4,0.4,3.7,3.3,24.0,,108,110
100,Carlos Delfino,SG,24,DET,82,1,1372,6.3,15.1,.415,1.8,5.5,.333,4.4,9.5,.462,2.8,3.6,.787,2.7,8.0,10.7,3.5,1.8,0.3,2.4,3.9,17.2,,105,104
101,Luol Deng,SF,21,CHI,82,82,3071,10.5,20.3,.517,0.0,0.1,.143,10.5,20.2,.519,4.7,6.0,.777,2.5,7.2,9.7,3.4,1.6,0.8,2.6,2.8,25.7,,112,100
102,Boris Diaw,PF,24,PHO,73,59,2268,6.8,12.6,.538,0.3,1.0,.333,6.4,11.6,.555,1.8,2.7,.683,2.0,5.0,7.0,7.8,0.6,0.8,3.4,3.9,15.7,,111,109
103,Yakhouba Diawara,SG,24,DEN,64,19,1177,4.2,12.2,.342,2.1,7.1,.288,2.1,5.1,.418,1.5,2.2,.660,1.1,3.5,4.6,2.3,1.3,0.3,1.5,5.5,11.9,,95,110
104,Dan Dickau,PG,28,POR,50,3,444,6.6,18.5,.358,2.0,7.5,.262,4.7,11.0,.422,5.1,6.5,.792,0.9,4.4,5.3,8.6,1.7,0.1,3.3,6.7,20.3,,103,112
105,Travis Diener,PG,24,ORL,26,0,288,6.3,14.8,.425,3.3,9.3,.360,3.0,5.6,.533,2.2,2.8,.800,0.6,2.8,3.3,6.5,0.7,0.0,2.4,5.0,18.2,,115,110
106,Ike Diogu,PF,23,TOT,59,2,760,8.5,17.8,.477,0.0,0.0,,8.5,17.8,.477,7.5,9.4,.800,5.0,8.6,13.6,1.7,0.5,1.7,4.5,8.2,24.5,,105,106
107,DeSagana Diop,C,25,DAL,81,9,1480,2.6,5.5,.470,0.0,0.0,.000,2.6,5.4,.473,1.7,3.1,.558,6.0,9.9,15.9,1.1,1.4,4.1,2.3,8.8,6.9,,107,98
108,Juan Dixon,SG,28,TOT,81,6,1926,8.3,19.5,.425,2.2,6.3,.350,6.1,13.2,.461,2.8,3.2,.871,0.7,3.6,4.4,3.4,2.1,0.2,2.8,4.9,21.6,,100,110
109,Michael Doleac,C,29,MIA,56,0,698,6.3,13.4,.469,0.0,0.1,.000,6.3,13.3,.471,2.8,3.1,.878,3.4,8.5,11.9,1.7,1.4,1.1,2.3,7.3,15.3,,103,104
110,Keyon Dooling,SG,26,ORL,66,2,1435,7.0,17.0,.410,1.2,3.6,.323,5.8,13.5,.434,4.2,5.2,.809,0.8,2.4,3.2,4.2,1.9,0.6,2.7,4.7,19.4,,102,107
111,Quincy Douby,PG,22,SAC,42,0,359,6.8,17.8,.381,1.7,7.1,.240,5.1,10.7,.474,1.6,2.1,.733,1.6,3.7,5.2,2.1,2.1,0.6,2.1,3.0,16.8,,90,109
112,Chris Duhon,PG,24,CHI,78,30,1906,5.3,13.0,.408,2.4,6.6,.359,2.9,6.4,.458,2.0,2.7,.752,0.6,3.9,4.5,8.3,1.9,0.2,2.8,4.0,15.0,,108,102
113,Tim Duncan*,C,30,SAS,80,80,2726,12.1,22.2,.546,0.0,0.2,.111,12.1,22.0,.550,7.1,11.1,.637,4.2,12.4,16.6,5.4,1.3,3.7,4.4,4.0,31.4,,111,94
114,Mike Dunleavy,SG-PF,26,TOT,82,49,2580,7.5,16.6,.452,1.4,4.4,.313,6.1,12.2,.502,4.1,5.3,.784,1.6,6.8,8.4,4.5,1.6,0.4,2.9,4.0,20.5,,107,107
115,Ronald Dupree,SF,26,DET,19,0,94,6.4,18.1,.355,0.0,0.0,,6.4,18.1,.355,1.8,5.3,.333,2.9,7.0,9.9,2.9,2.9,0.6,1.8,7.0,14.6,,82,102
116,Monta Ellis,SG,21,GSW,77,53,2638,8.8,18.5,.475,0.7,2.6,.273,8.1,15.9,.509,5.0,6.6,.763,1.1,3.3,4.5,5.9,2.4,0.4,4.1,3.9,23.3,,104,109
117,Francisco Elson,C,30,SAS,70,41,1332,5.8,11.3,.511,0.0,0.1,.000,5.8,11.2,.514,2.5,3.2,.775,3.3,10.2,13.5,2.2,1.2,2.4,3.5,7.4,14.1,,100,97
118,Melvin Ely,PF-C,28,TOT,30,0,309,4.9,13.6,.363,0.0,0.0,,4.9,13.6,.363,5.3,8.0,.660,2.5,6.4,9.0,3.1,1.0,1.4,4.8,8.7,15.1,,83,107
119,Maurice Evans,SG,28,LAL,76,10,1732,6.9,16.1,.432,1.4,3.9,.361,5.5,12.1,.455,3.6,4.6,.787,2.8,3.8,6.5,2.2,1.1,0.4,1.7,3.7,18.9,,109,112
120,Reggie Evans,PF,26,DEN,66,11,1127,5.1,9.4,.544,0.0,0.0,,5.1,9.4,.544,4.0,8.0,.497,6.8,13.3,20.1,2.0,1.8,0.7,4.2,6.3,14.2,,101,101
121,Daniel Ewing,PG,23,LAC,61,3,712,4.8,12.0,.404,1.0,3.3,.318,3.8,8.7,.436,2.6,3.3,.778,0.7,4.8,5.4,6.7,2.4,0.3,3.7,4.6,13.3,,94,106
122,Jordan Farmar,PG,20,LAL,72,2,1090,5.8,13.8,.422,2.1,6.4,.328,3.7,7.4,.503,1.3,1.8,.711,1.0,4.6,5.6,6.4,2.1,0.3,3.4,3.6,15.1,,99,110
