,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg
123,Jeff Foster,C,26,IND,77,2,802,4.2,11.6,.360,0.0,0.1,.000,4.2,11.5,.364,2.2,4.1,.540,7.7,10.5,18.2,3.3,1.8,1.4,2.2,6.7,10.6,,99,98
124,Tremaine Fowlkes,SF,26,LAC,37,10,573,5.1,11.7,.438,0.2,0.8,.222,5.0,10.9,.454,4.6,5.4,.847,3.8,5.7,9.4,2.1,2.3,0.2,1.8,5.8,15.0,,113,107
125,Rick Fox,SF,33,LAL,76,75,2181,6.2,14.8,.422,2.5,6.7,.375,3.7,8.1,.460,1.2,1.6,.754,1.5,6.2,7.7,6.0,1.6,0.3,2.9,5.1,16.2,,105,106
126,Adonal Foyle,C,27,GSW,82,0,1787,5.3,9.8,.536,0.0,0.0,.000,5.3,9.8,.538,2.0,3.0,.673,5.0,8.9,14.0,1.1,1.1,5.8,2.1,6.1,12.5,,113,104
127,Steve Francis,PG,25,HOU,81,81,3318,9.3,21.4,.435,1.4,3.9,.354,7.9,17.5,.453,7.8,9.7,.800,2.6,5.5,8.1,8.2,2.3,0.7,4.9,4.1,27.8,,109,103
128,Lawrence Funderburke,PF,32,SAC,27,0,229,7.0,15.8,.444,0.0,0.0,,7.0,15.8,.444,2.2,3.7,.588,3.7,8.4,12.1,1.8,0.2,2.4,1.3,5.5,16.3,,101,100
129,Dan Gadzuric,C,24,MIL,49,30,760,4.9,10.1,.483,0.0,0.1,.000,4.9,10.1,.486,2.0,3.9,.518,4.6,9.2,13.8,0.6,1.5,3.6,1.9,8.7,11.8,,103,104
130,Kevin Garnett*,PF,26,MIN,82,82,3321,11.7,23.3,.502,0.3,1.1,.282,11.4,22.2,.513,5.9,7.9,.751,3.8,13.5,17.3,7.8,1.8,2.0,3.6,3.1,29.6,,113,98
131,Pat Garrity,PF,26,ORL,81,53,2584,6.2,14.8,.419,3.2,8.1,.396,3.0,6.7,.448,1.7,2.0,.830,1.4,4.7,6.1,2.4,1.2,0.4,1.5,5.1,17.3,,111,108
132,Pau Gasol,PF,22,MEM,82,82,2948,10.0,19.6,.510,0.0,0.2,.100,10.0,19.4,.514,7.3,9.9,.736,3.4,9.3,12.6,4.0,0.6,2.6,3.7,3.9,27.3,,110,106
133,Devean George,SF,25,LAL,71,7,1613,5.8,14.8,.390,1.6,4.2,.371,4.2,10.6,.398,2.7,3.4,.790,2.9,6.3,9.2,3.0,1.8,1.2,2.1,5.8,15.8,,103,105
134,Kendall Gill,SG,34,MIN,82,34,2068,7.2,17.1,.422,0.5,1.5,.322,6.7,15.6,.432,3.1,4.1,.764,1.3,5.0,6.3,3.9,2.0,0.4,2.7,4.4,18.0,,96,105
135,Manu Ginóbili,SG,25,SAS,69,5,1431,6.5,14.8,.438,1.9,5.5,.345,4.6,9.3,.494,4.7,6.4,.737,1.8,4.2,6.0,5.1,3.6,0.6,3.7,6.3,19.6,,106,98
136,Gordan Giriček,SG-SF,25,TOT,76,62,2148,8.4,19.3,.436,2.0,6.0,.341,6.4,13.3,.478,3.6,4.4,.820,0.9,4.9,5.7,3.3,1.3,0.2,3.5,3.8,22.5,,99,109
137,Dion Glover,SG,24,ATL,76,42,1890,7.7,18.1,.427,1.6,4.4,.354,6.2,13.7,.451,3.5,4.5,.784,1.7,6.1,7.9,3.9,2.0,0.4,3.0,4.1,20.6,,101,107
138,Anthony Goldwire,PG,31,TOT,15,0,85,5.7,15.8,.360,1.9,5.7,.333,3.8,10.1,.375,2.5,4.4,.571,0.0,3.8,3.8,2.5,1.9,0.0,3.8,3.8,15.8,,80,105
139,Drew Gooden,SF-PF,21,TOT,70,47,1873,9.8,21.5,.457,0.4,1.3,.292,9.4,20.1,.468,4.2,5.9,.712,4.5,8.1,12.6,2.3,1.5,1.0,4.1,4.7,24.2,,97,106
140,Brian Grant,C,30,MIA,82,82,2641,7.1,14.0,.509,0.0,0.0,,7.1,14.0,.509,3.3,4.2,.771,5.0,12.3,17.3,2.2,1.3,1.0,2.7,6.2,17.5,,108,99
141,Horace Grant,PF,37,ORL,5,1,85,7.9,15.2,.520,0.0,0.0,,7.9,15.2,.520,0.0,0.0,,1.2,3.6,4.9,4.2,1.8,0.0,0.6,3.0,15.8,,115,108
142,Adrian Griffin,SG,28,DAL,74,48,1373,5.5,12.7,.433,0.2,0.9,.250,5.3,11.8,.447,1.0,1.2,.844,3.3,6.6,10.0,4.0,2.9,0.2,1.8,5.9,12.3,,103,101
143,Eddie Griffin,PF,20,HOU,77,66,1890,7.8,19.4,.400,1.8,5.5,.333,5.9,13.9,.426,1.7,2.7,.617,3.9,9.2,13.2,2.5,1.5,3.2,2.2,3.9,19.0,,100,100
144,Tom Gugliotta,PF,33,PHO,27,11,447,7.0,15.5,.455,0.0,0.1,.000,7.0,15.4,.458,1.1,1.1,1.000,2.9,8.8,11.7,3.6,1.6,0.6,3.6,4.1,15.1,,92,102
145,A.J. Guyton,PG,24,GSW,2,0,9,0.0,22.6,.000,0.0,5.7,.000,0.0,17.0,.000,0.0,0.0,,0.0,0.0,0.0,11.3,5.7,0.0,5.7,0.0,0.0,,24,107
146,Marcus Haislip,PF,22,MIL,39,8,441,7.9,18.4,.431,0.4,1.4,.250,7.6,17.0,.447,3.1,4.6,.684,2.5,3.9,6.4,1.1,0.8,2.2,2.5,6.6,19.4,,94,111
147,Darvin Ham,SG,29,ATL,75,1,926,4.0,9.1,.447,0.0,0.2,.000,4.0,8.9,.455,2.2,4.5,.481,4.2,4.6,8.7,2.2,0.9,1.1,3.7,7.2,10.3,,87,109
148,Richard Hamilton,SG,24,DET,82,82,2640,11.9,26.9,.443,0.7,2.5,.269,11.3,24.5,.461,9.2,11.1,.833,1.8,4.8,6.7,4.4,1.3,0.3,4.2,5.2,33.8,,104,103
149,Zendon Hamilton,C,27,TOR,3,0,12,8.9,22.3,.400,0.0,0.0,,8.9,22.3,.400,8.9,8.9,1.000,4.5,13.4,17.8,0.0,4.5,0.0,4.5,8.9,26.7,,98,97
150,Anfernee Hardaway,SG,31,PHO,58,51,1777,7.6,16.9,.447,0.8,2.2,.356,6.8,14.8,.460,2.3,2.9,.794,1.9,5.7,7.6,6.9,1.9,0.8,4.3,4.4,18.1,,97,103
151,Tim Hardaway,PG,36,IND,10,0,127,7.4,20.2,.367,4.5,12.8,.355,2.9,7.4,.389,0.8,1.7,.500,0.4,5.8,6.2,9.9,3.7,0.0,4.5,3.3,20.2,,96,99
152,Matt Harpring,SF,26,UTA,78,69,2557,11.0,21.4,.511,1.4,3.4,.413,9.6,18.1,.529,5.5,7.0,.792,4.0,6.8,10.8,2.8,1.5,0.4,3.4,4.6,28.8,,113,104
153,Adam Harrington,SG,22,TOT,19,0,111,5.2,17.5,.297,2.4,6.6,.357,2.8,10.9,.261,1.4,1.9,.750,0.5,3.3,3.8,5.7,0.9,0.5,0.9,3.8,14.2,,92,107
154,Al Harrington,SF,22,IND,82,37,2467,8.3,19.0,.434,0.3,1.0,.283,8.0,18.1,.442,4.5,5.8,.770,3.4,7.5,10.9,2.7,1.5,0.7,3.5,6.0,21.3,,97,102
155,Junior Harrington,PG,22,DEN,82,51,2003,4.4,12.3,.362,0.2,0.7,.250,4.3,11.6,.369,1.9,2.9,.652,1.2,5.4,6.6,7.3,2.1,0.4,4.1,6.6,11.0,,81,102
156,Othella Harrington,PF,29,NYK,74,64,1850,6.4,12.7,.508,0.0,0.0,,6.4,12.7,.508,3.5,4.3,.820,4.7,8.9,13.6,1.8,0.3,0.7,2.6,6.6,16.4,,110,107
157,Lucious Harris,SG,32,NJN,77,25,1973,7.9,19.2,.413,1.2,3.6,.346,6.7,15.5,.429,4.0,5.0,.804,1.7,4.5,6.2,4.1,1.4,0.2,1.9,2.5,21.1,,105,102
158,Antonio Harvey,PF,32,ATL,4,0,32,3.3,8.2,.400,0.0,0.0,,3.3,8.2,.400,0.0,0.0,,1.6,8.2,9.9,0.0,1.6,6.6,4.9,11.5,6.6,,55,100
159,Donnell Harvey,SF,22,DEN,77,27,1613,8.0,18.0,.446,0.0,0.2,.143,8.0,17.8,.450,3.9,5.8,.670,4.1,9.3,13.4,3.3,1.6,0.9,4.0,6.6,20.0,,94,100
160,Trenton Hassell,SG,23,CHI,82,53,1999,3.7,10.1,.367,0.3,1.0,.325,3.4,9.0,.372,1.1,1.4,.745,0.9,5.6,6.5,3.9,1.2,1.6,2.1,5.1,8.8,,86,107
161,Kirk Haston,SF,23,NOH,12,0,57,1.9,16.0,.118,0.0,2.8,.000,1.9,13.2,.143,1.9,3.8,.500,0.0,6.6,6.6,2.8,0.0,4.7,6.6,9.4,5.7,,33,102
162,Juaquin Hawkins,SG,29,HOU,58,10,685,4.5,11.7,.385,0.8,1.9,.417,3.7,9.8,.379,0.8,1.6,.500,1.3,4.9,6.2,3.7,2.3,0.5,2.3,4.5,10.6,,90,104
163,Brendan Haywood,C,23,WAS,81,69,1930,4.9,9.6,.510,0.0,0.0,,4.9,9.6,.510,4.4,6.9,.633,5.4,6.0,11.4,0.8,0.9,3.4,1.8,6.3,14.1,,115,104
164,Alan Henderson,C,30,ATL,82,3,1494,5.4,11.6,.468,0.0,0.1,.000,5.4,11.5,.471,3.1,4.9,.638,5.5,8.5,14.1,1.4,1.2,1.1,2.2,5.9,13.9,,106,106
165,Nenê,C,20,DEN,80,53,2258,7.5,14.5,.519,0.0,0.1,.000,7.5,14.4,.521,4.6,8.0,.578,4.9,6.6,11.5,3.5,3.0,1.5,4.2,6.9,19.6,,100,99
166,Grant Hill*,SF,30,ORL,29,29,843,9.2,18.8,.492,0.1,0.2,.250,9.2,18.5,.495,7.2,8.8,.819,2.4,10.2,12.6,7.5,1.7,0.8,5.1,2.8,25.8,,107,103
167,Tyrone Hill,PF,34,TOT,56,43,1351,4.9,11.7,.422,0.0,0.0,,4.9,11.7,.422,2.1,3.1,.675,4.8,10.1,14.9,1.6,1.8,1.0,2.6,6.6,11.9,,95,103
168,Fred Hoiberg,SG,30,CHI,63,0,784,3.2,8.2,.389,0.3,1.4,.238,2.9,6.9,.419,2.7,3.3,.820,0.7,8.2,9.0,4.6,2.6,0.3,1.6,3.9,9.4,,103,103
169,Robert Horry,PF,32,LAL,80,26,2343,4.1,10.5,.387,1.1,3.9,.288,2.9,6.6,.445,2.3,3.0,.769,4.0,7.4,11.4,5.2,2.1,1.4,2.5,5.5,11.6,,107,103
170,Eddie House,SG,24,MIA,55,7,1025,9.2,23.7,.387,1.9,6.4,.300,7.3,17.3,.420,1.7,1.9,.861,0.9,4.5,5.4,4.6,2.3,0.1,2.5,3.9,21.9,,93,103
171,Allan Houston,SG,31,NYK,82,82,3108,11.1,24.9,.445,3.0,7.7,.396,8.1,17.3,.467,6.2,6.7,.919,0.4,3.5,3.9,3.7,0.9,0.1,3.0,3.3,31.4,,109,110
172,Juwan Howard,PF,29,DEN,77,77,2730,11.0,24.4,.450,0.0,0.1,.500,10.9,24.3,.449,5.4,6.8,.803,3.5,7.8,11.3,4.5,1.5,0.5,3.7,4.6,27.4,,102,102
173,Troy Hudson,PG,26,MIN,79,74,2600,8.2,19.2,.428,1.9,5.3,.365,6.3,13.9,.452,4.2,4.6,.900,0.8,2.8,3.7,9.1,1.2,0.1,3.7,3.2,22.6,,106,108
174,Nate Huffman,C,27,TOR,7,0,76,6.3,17.6,.360,0.0,0.0,,6.3,17.6,.360,3.5,5.6,.625,6.3,9.8,16.2,3.5,0.7,2.1,2.1,9.1,16.2,,96,106
175,Larry Hughes,PG,24,WAS,67,56,2137,8.8,18.9,.467,0.7,2.0,.367,8.1,16.9,.479,3.5,4.7,.731,1.7,6.1,7.8,5.2,2.2,0.6,3.5,3.8,21.8,,101,104
176,Ryan Humphrey,PF,23,TOT,48,1,444,4.1,14.0,.292,0.0,0.0,,4.1,14.0,.292,2.7,4.5,.590,4.0,7.6,11.5,1.3,1.0,2.1,2.7,8.7,10.8,,76,105
177,Lindsey Hunter,PG,32,TOR,29,0,673,8.4,24.0,.351,2.7,8.5,.318,5.7,15.5,.369,2.7,3.7,.723,1.2,3.5,4.7,5.6,2.8,0.4,4.5,4.0,22.2,,86,107
178,Steven Hunter,C,21,ORL,33,5,447,6.5,11.9,.544,0.0,0.0,,6.5,11.9,.544,2.1,5.1,.409,4.4,6.3,10.7,0.7,1.0,4.2,1.7,6.5,15.0,,107,103
179,Zydrunas Ilgauskas,C,27,CLE,81,81,2432,10.4,23.6,.441,0.0,0.1,.000,10.4,23.5,.443,8.4,10.8,.781,5.0,7.8,12.8,2.7,1.2,3.2,4.4,5.8,29.2,,102,105
180,Allen Iverson*,SG,27,PHI,82,82,3485,12.1,29.2,.414,1.3,4.6,.277,10.8,24.7,.440,8.6,11.1,.774,1.0,4.2,5.2,6.8,3.4,0.2,4.3,2.2,34.1,,103,102
181,Bobby Jackson,PG,29,SAC,59,26,1676,10.2,22.0,.464,2.7,7.1,.379,7.5,14.9,.505,3.8,4.5,.846,1.7,4.9,6.6,5.5,2.1,0.1,3.2,3.8,26.9,,109,101
182,Jermaine Jackson,SG,26,TOT,53,1,559,3.8,10.4,.364,0.1,0.9,.100,3.7,9.5,.390,3.8,5.2,.727,1.8,3.6,5.4,7.0,1.8,0.6,3.2,4.8,11.5,,95,109
183,Jim Jackson,SF,32,SAC,63,0,1309,7.8,17.8,.442,1.2,2.7,.451,6.6,15.0,.440,1.8,2.1,.855,3.2,6.8,10.1,4.5,1.2,0.2,3.1,5.1,18.7,,100,102
184,Marc Jackson,C,28,MIN,77,0,1041,7.7,17.5,.438,0.1,0.1,1.000,7.6,17.5,.437,5.7,7.5,.765,4.3,7.0,11.3,1.9,1.2,1.5,3.0,6.9,21.1,,103,104
185,Mark Jackson,PG,37,UTA,82,0,1467,5.4,13.5,.398,1.0,3.5,.284,4.4,10.0,.438,2.2,2.9,.763,1.2,5.2,6.4,13.7,1.8,0.1,5.6,3.3,14.0,,95,105
186,Stephen Jackson,SG,24,SAS,80,58,2254,8.4,19.4,.435,2.2,7.0,.320,6.2,12.3,.501,3.3,4.3,.760,1.6,5.2,6.8,4.3,3.0,0.7,4.2,4.8,22.4,,99,99
187,Casey Jacobsen,SF,21,PHO,72,0,1147,5.6,14.9,.373,2.4,7.5,.315,3.2,7.4,.432,3.3,4.8,.686,1.3,2.5,3.8,3.3,1.6,0.3,2.5,4.1,16.8,,100,107
188,Jerome James,C,27,SEA,51,16,766,7.9,16.5,.478,0.0,0.0,,7.9,16.5,.478,3.8,6.5,.587,5.6,9.8,15.4,1.9,0.9,5.8,5.3,11.8,19.6,,91,98
189,Mike James,PG,27,MIA,78,8,1722,6.9,18.6,.373,2.1,7.2,.294,4.8,11.3,.423,3.3,4.5,.732,0.8,3.9,4.7,7.8,2.0,0.2,3.4,5.6,19.3,,96,104
190,Antawn Jamison,SF,26,GSW,82,82,3226,10.9,23.2,.470,1.0,3.3,.311,9.9,19.9,.496,5.9,7.5,.789,3.1,6.0,9.1,2.5,1.2,0.7,2.8,3.1,28.8,,113,111
191,Marko Jarić,SF,24,LAC,66,12,1379,6.8,17.0,.401,2.0,6.3,.319,4.8,10.7,.450,3.0,4.0,.752,1.3,4.8,6.1,7.4,3.7,0.4,3.9,4.8,18.7,,99,104
192,Chris Jefferies,SF,22,TOR,51,10,666,6.0,15.6,.387,1.4,4.3,.333,4.6,11.2,.407,2.3,3.4,.674,1.3,3.4,4.7,1.8,1.5,1.3,3.6,4.5,15.8,,85,109
193,Richard Jefferson,SF,22,NJN,80,80,2879,8.3,16.6,.501,0.1,0.4,.250,8.2,16.2,.507,5.9,7.9,.743,2.7,6.6,9.4,3.7,1.5,0.8,2.8,3.9,22.6,,111,100
194,Jared Jeffries,SF,21,WAS,20,1,292,5.6,11.7,.476,0.6,1.1,.500,5.0,10.6,.474,3.0,5.4,.552,4.8,6.0,10.8,3.0,1.5,0.9,3.9,5.2,14.7,,97,105
195,Anthony Johnson,PG,28,NJN,66,2,842,6.4,14.4,.446,0.8,2.2,.371,5.6,12.2,.459,3.2,4.6,.689,0.8,4.0,4.9,5.4,2.3,0.3,2.6,5.8,16.8,,102,100
196,Avery Johnson,PG,37,DAL,48,0,430,7.6,18.1,.420,0.0,0.2,.000,7.6,17.9,.426,3.6,4.7,.769,1.2,2.5,3.7,7.7,1.8,0.1,3.5,3.1,18.8,,97,106
197,Ervin Johnson,C,35,MIL,69,17,1170,2.8,6.1,.452,0.0,0.0,,2.8,6.1,.452,1.4,2.0,.682,5.3,8.0,13.3,1.1,1.5,2.9,1.5,8.1,6.9,,111,106
198,Joe Johnson,SG,21,PHO,82,34,2255,7.3,18.5,.397,1.7,4.8,.366,5.6,13.7,.408,2.2,2.9,.774,1.3,4.8,6.1,4.9,1.4,0.4,2.5,3.3,18.7,,99,105
199,Ken Johnson,C,24,MIA,16,0,156,5.3,13.0,.405,0.0,0.0,,5.3,13.0,.405,0.7,2.1,.333,1.4,9.8,11.2,0.0,0.4,4.2,2.1,7.0,11.2,,76,100
200,Damon Jones,PG,26,SAC,49,1,709,5.7,14.9,.381,3.1,8.6,.364,2.6,6.3,.404,1.4,1.9,.741,0.8,4.2,5.0,5.7,1.3,0.3,1.6,3.0,15.9,,107,104
201,Eddie Jones,SG,31,MIA,47,47,1789,8.9,21.0,.423,3.0,7.4,.407,5.9,13.7,.432,5.8,7.0,.822,1.1,5.8,6.9,5.3,2.0,0.9,2.6,4.2,26.5,,111,102
202,Fred Jones,SG,23,IND,19,1,115,4.1,10.9,.375,0.9,3.2,.286,3.2,7.7,.412,1.4,1.8,.750,1.8,2.3,4.1,2.3,2.7,0.5,2.7,5.9,10.5,,86,103
203,Jumaine Jones,SF,23,CLE,80,12,2204,7.1,16.5,.434,2.6,7.3,.354,4.6,9.2,.497,1.3,1.9,.687,2.5,6.9,9.4,2.6,1.6,0.5,2.5,4.1,18.2,,103,108
204,Popeye Jones,PF,32,DAL,26,0,222,5.6,14.5,.387,0.0,0.0,,5.6,14.5,.387,1.2,2.6,.455,6.8,7.0,13.8,1.9,1.2,0.2,3.5,7.2,12.4,,88,104
205,Michael Jordan*,SF,39,WAS,82,67,3031,12.2,27.4,.445,0.3,1.0,.291,11.9,26.4,.450,4.8,5.8,.821,1.3,7.7,8.9,5.6,2.2,0.7,3.1,3.1,29.5,,101,103
206,Shawn Kemp,C,33,ORL,79,55,1633,6.7,15.9,.418,0.0,0.0,.000,6.7,15.9,.419,3.6,4.9,.742,4.6,9.6,14.2,1.7,2.1,1.0,3.2,7.5,17.0,,95,102
207,Steve Kerr,PG,37,SAS,75,0,952,6.2,14.3,.430,2.7,6.9,.395,3.4,7.4,.462,1.7,1.9,.882,0.7,2.7,3.4,3.9,1.5,0.2,2.0,2.7,16.7,,111,105
208,Jason Kidd*,PG,29,NJN,80,80,2989,9.0,21.8,.414,2.2,6.5,.341,6.8,15.3,.445,5.9,7.1,.841,1.9,6.9,8.8,12.5,3.1,0.4,5.2,2.2,26.2,,106,96
209,Andrei Kirilenko,SF,21,UTA,80,11,2213,7.7,15.6,.491,0.9,2.8,.325,6.8,12.8,.527,7.2,9.0,.800,3.6,6.6,10.2,3.4,2.9,4.3,3.3,4.5,23.4,,116,98
210,Kerry Kittles,SG,28,NJN,65,57,1951,8.9,19.1,.467,2.1,5.9,.356,6.8,13.2,.516,2.8,3.6,.785,1.4,5.4,6.8,4.6,2.7,0.8,1.5,3.0,22.8,,115,98
211,Brevin Knight,PG,27,MEM,55,4,928,5.4,12.7,.425,0.1,0.4,.250,5.3,12.3,.432,1.1,2.1,.541,0.8,3.7,4.5,13.0,3.9,0.1,5.2,6.9,12.1,,90,106
212,Travis Knight,C,28,NYK,32,0,287,4.6,12.0,.385,0.0,0.2,.000,4.6,11.8,.391,1.8,2.4,.769,3.3,8.1,11.4,2.6,1.5,1.7,1.8,8.1,11.1,,94,104
213,Toni Kukoč*,PF,34,MIL,63,0,1704,7.8,18.0,.432,3.0,8.2,.361,4.8,9.8,.490,4.3,6.0,.706,2.1,6.2,8.3,7.2,2.5,0.9,3.8,4.2,22.8,,108,107
214,Christian Laettner,PF,33,WAS,76,66,2215,6.3,12.7,.494,0.0,0.4,.125,6.2,12.3,.506,2.9,3.5,.833,2.8,9.5,12.3,5.8,2.0,1.0,2.1,5.1,15.5,,113,102
215,Raef LaFrentz,C,26,DAL,69,43,1611,8.6,16.5,.518,1.5,3.7,.405,7.1,12.8,.550,1.9,2.8,.682,4.0,6.6,10.6,1.7,1.1,2.9,1.5,8.5,20.6,,118,102
216,Sean Lampley,SF,23,MIA,35,0,487,6.3,14.5,.434,0.0,0.4,.000,6.3,14.0,.448,6.4,9.2,.695,2.9,6.4,9.3,3.5,0.8,0.3,2.8,4.8,19.0,,103,105
217,Dan Langhi,SF,25,PHO,60,0,541,7.9,19.6,.401,0.9,3.0,.290,7.0,16.6,.421,1.2,1.9,.600,1.8,6.6,8.4,2.0,1.5,0.6,1.6,5.6,17.7,,93,104
218,Voshon Lenard,SG,29,TOR,63,24,1929,9.0,22.4,.402,2.5,7.0,.365,6.5,15.4,.418,4.3,5.4,.804,1.3,4.5,5.9,4.0,1.6,0.6,2.9,4.3,24.9,,102,109
219,Rashard Lewis,SF,23,SEA,77,77,3044,9.3,20.6,.452,1.3,3.9,.346,8.0,16.7,.476,5.1,6.2,.820,2.7,6.3,9.0,2.4,1.8,0.6,2.6,3.7,25.0,,108,105
220,Randy Livingston,PG,27,NOH,2,0,12,9.0,17.9,.500,0.0,0.0,,9.0,17.9,.500,9.0,9.0,1.000,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,26.9,,141,111
221,Art Long,PF,30,TOT,26,0,211,7.0,18.8,.373,0.5,0.8,.667,6.5,18.0,.361,0.5,2.5,.200,5.3,9.8,15.0,1.5,1.3,2.8,5.0,8.8,15.0,,74,102
222,Grant Long,PF,36,BOS,41,1,488,2.9,7.6,.386,0.0,0.3,.000,2.9,7.3,.403,1.9,2.5,.783,2.6,6.4,9.0,2.7,1.0,0.1,2.1,6.7,7.8,,94,104
223,Tyronn Lue,PG,25,WAS,75,24,1986,6.8,15.7,.433,1.6,4.8,.341,5.2,10.9,.474,2.5,2.9,.875,0.6,3.5,4.1,7.2,1.3,0.0,2.1,4.1,17.7,,109,108
224,George Lynch,SG,32,NOH,81,32,1497,5.3,12.9,.409,1.0,2.8,.354,4.3,10.0,.425,1.5,2.7,.554,5.0,7.7,12.7,3.7,2.4,0.7,1.9,4.9,13.0,,106,100
225,Todd MacCulloch,C,27,PHI,42,35,812,8.0,15.4,.517,0.0,0.0,,8.0,15.4,.517,3.4,5.1,.671,4.3,8.4,12.7,1.3,1.2,2.1,2.3,6.9,19.3,,109,102
226,Tito Maddox,SG,21,HOU,9,0,35,4.6,18.5,.250,0.0,4.6,.000,4.6,13.9,.333,7.7,12.4,.625,1.5,9.3,10.8,7.7,4.6,1.5,4.6,6.2,17.0,,80,95
227,Mark Madsen,PF,27,LAL,54,22,781,4.6,10.8,.423,0.0,0.0,,4.6,10.8,.423,2.4,4.1,.590,5.7,4.9,10.6,2.5,1.0,1.3,1.8,7.7,11.6,,106,107
228,Corey Maggette,SG,23,LAC,64,57,2006,9.0,20.3,.444,1.6,4.6,.350,7.4,15.6,.471,8.5,10.6,.802,2.0,6.4,8.4,3.2,1.4,0.4,3.9,5.1,28.1,,109,108
229,Jamaal Magloire,C,24,NOH,82,82,2443,6.7,14.0,.480,0.0,0.1,.000,6.7,13.9,.483,5.1,7.1,.717,5.7,10.2,15.9,1.9,1.1,2.4,3.5,6.1,18.5,,106,99
230,Karl Malone*,PF,39,UTA,81,81,2936,10.9,23.6,.462,0.1,0.3,.214,10.8,23.3,.464,8.7,11.4,.763,2.1,9.4,11.5,6.9,2.5,0.6,3.8,3.7,30.5,,109,100
231,Matt Maloney,PG,31,ATL,14,0,103,4.1,12.8,.320,2.6,7.7,.333,1.5,5.1,.300,1.5,2.6,.600,0.5,3.1,3.6,8.7,2.0,0.0,2.6,4.6,12.3,,99,109
232,Danny Manning,PF,36,DET,13,0,89,8.1,19.9,.406,1.9,5.0,.375,6.2,14.9,.417,3.1,3.7,.833,4.4,6.8,11.2,4.4,5.6,1.9,4.4,6.8,21.1,,96,91
233,Stephon Marbury,PG,25,PHO,81,81,3240,10.9,24.8,.439,1.4,4.8,.301,9.4,20.0,.472,6.1,7.6,.803,0.9,3.4,4.3,10.6,1.7,0.3,4.3,3.2,29.2,,108,106
234,Shawn Marion,SF,24,PHO,81,81,3373,10.3,22.8,.452,2.2,5.7,.387,8.1,17.1,.473,3.9,4.6,.851,3.1,8.9,12.0,3.1,2.9,1.5,2.4,3.2,26.7,,111,98
235,Sean Marks,PF,27,MIA,23,0,223,5.4,14.5,.373,0.0,0.2,.000,5.4,14.2,.379,2.5,3.7,.667,2.0,6.6,8.6,0.7,1.2,1.5,3.4,9.1,13.2,,76,103
236,Donny Marshall,SF,30,NJN,3,0,6,0.0,26.2,.000,0.0,8.7,.000,0.0,17.5,.000,0.0,0.0,,0.0,26.2,26.2,0.0,0.0,0.0,8.7,0.0,0.0,,0,90
237,Donyell Marshall,PF,29,CHI,78,53,2378,9.1,19.8,.459,0.7,1.9,.379,8.4,17.9,.467,3.6,4.8,.756,5.0,10.0,15.1,3.0,2.0,1.8,2.9,5.0,22.5,,105,102
238,Kenyon Martin,PF,25,NJN,77,77,2628,10.2,21.6,.470,0.2,0.9,.209,10.0,20.7,.481,5.1,7.8,.653,3.3,9.5,12.8,3.7,2.0,1.4,3.8,5.9,25.6,,100,96
239,Jamal Mashburn,SF,30,NOH,82,81,3321,10.8,25.7,.422,1.9,4.9,.389,8.9,20.7,.430,5.1,6.0,.848,1.1,7.0,8.1,7.5,1.3,0.3,3.7,3.2,28.7,,105,103
240,Anthony Mason,C,36,MIL,65,58,2119,4.8,9.8,.486,0.0,0.0,.000,4.8,9.8,.487,2.1,2.9,.718,2.3,8.2,10.4,5.2,0.8,0.3,2.0,3.7,11.7,,111,110
241,Desmond Mason,SF,25,TOT,80,40,2763,8.9,19.9,.449,0.4,1.4,.292,8.5,18.5,.461,4.1,5.5,.749,3.0,7.2,10.2,3.2,1.3,0.6,2.2,4.1,22.4,,105,106
242,Roger Mason,SF,22,CHI,17,0,113,5.0,14.1,.355,2.7,8.2,.333,2.3,5.9,.385,0.9,0.9,1.000,0.9,4.5,5.4,5.4,1.8,0.0,2.3,9.1,13.6,,98,108
243,Tony Massenburg,C,35,UTA,58,1,792,7.1,15.7,.448,0.0,0.0,,7.1,15.7,.448,4.4,5.7,.774,4.0,6.6,10.6,1.2,1.2,1.3,3.4,9.8,18.5,,98,104
244,Walter McCarty,SF,28,BOS,82,8,1949,4.7,11.3,.414,2.5,6.7,.367,2.2,4.6,.482,1.7,2.7,.622,1.7,6.1,7.8,2.9,2.1,0.8,1.8,5.1,13.5,,106,102
245,Amal McCaskill,C,29,ATL,11,0,70,3.0,12.8,.235,0.0,0.0,,3.0,12.8,.235,2.3,3.0,.750,5.3,11.3,16.6,3.8,2.3,0.8,1.5,9.8,8.3,,85,102
246,Jelani McCoy,C,25,TOR,67,25,1367,7.6,15.4,.491,0.0,0.0,,7.6,15.4,.491,2.7,4.9,.548,3.7,10.2,13.9,1.7,1.1,2.3,3.8,6.3,17.9,,94,104
