,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg
60,Elden Campbell,PF,32,CHH,78,78,2337,8.4,19.2,.440,0.0,0.1,.000,8.4,19.0,.443,6.6,9.3,.709,3.6,10.4,14.0,2.4,1.4,3.2,3.3,6.4,23.5,,101,96
61,Brian Cardinal,PF,23,DET,15,0,126,4.0,12.5,.323,0.0,2.0,.000,4.0,10.5,.385,4.4,7.2,.611,3.2,6.0,9.2,1.2,2.8,0.8,3.6,10.9,12.5,,79,100
62,Chris Carr,SG,26,BOS,35,0,309,8.9,18.8,.473,2.9,6.2,.459,6.0,12.6,.480,7.7,10.1,.767,1.8,5.5,7.4,1.8,0.7,0.5,3.2,7.6,28.4,,113,107
63,Anthony Carter,PG,25,MIA,72,6,1630,6.6,16.2,.406,0.2,1.4,.150,6.4,14.9,.430,2.2,3.5,.631,1.6,4.5,6.1,9.1,2.5,0.3,4.0,5.2,15.6,,91,99
64,Vince Carter,SF,24,TOR,75,75,2979,13.5,29.3,.460,2.9,7.0,.408,10.6,22.3,.477,6.8,8.9,.765,3.1,4.3,7.4,5.2,2.0,1.5,3.0,3.6,36.7,,114,104
65,Sam Cassell,PG,31,MIL,76,75,2709,10.3,21.8,.474,0.6,1.9,.306,9.7,19.9,.490,5.3,6.2,.858,0.9,4.7,5.6,11.2,1.7,0.2,4.2,4.1,26.6,,111,107
66,Kelvin Cato,C,26,HOU,35,13,624,5.4,9.4,.577,0.0,0.0,,5.4,9.4,.577,3.1,4.9,.649,4.0,8.0,12.0,0.9,1.1,2.6,2.1,7.6,14.0,,115,103
67,Duane Causwell,C,32,MIA,31,14,384,4.6,12.2,.376,0.0,0.0,,4.6,12.2,.376,1.7,3.6,.480,3.3,8.6,11.9,0.7,1.1,2.6,3.3,9.6,10.9,,76,97
68,Cedric Ceballos,SF,31,TOT,40,0,559,9.7,22.0,.441,2.1,7.0,.301,7.6,15.0,.506,3.6,4.1,.860,3.3,6.9,10.2,1.9,1.5,0.7,3.1,5.9,25.1,,102,100
69,Calbert Cheaney,SG,29,DEN,9,5,153,3.4,10.2,.333,0.0,0.0,,3.4,10.2,.333,0.3,0.7,.500,1.7,5.1,6.8,3.0,1.4,0.7,1.7,4.7,7.1,,79,109
70,Chris Childs,PG,33,TOT,77,5,1859,4.0,9.8,.403,0.9,3.1,.302,3.0,6.7,.450,1.8,2.1,.845,0.7,5.2,5.9,10.4,1.7,0.4,4.6,7.1,10.6,,94,101
71,Doug Christie,SG,30,SAC,81,81,2939,5.4,13.6,.395,1.6,4.3,.376,3.8,9.3,.403,4.8,5.4,.897,1.6,4.5,6.1,5.0,3.2,0.8,2.7,3.9,17.2,,109,99
72,Keon Clark,PF,25,TOT,81,3,1720,7.6,15.8,.480,0.0,0.0,.000,7.6,15.8,.481,4.3,7.3,.592,4.1,9.1,13.2,2.2,1.0,4.7,2.7,7.4,19.5,,102,101
73,Mateen Cleaves,PG,23,DET,78,8,1268,6.4,16.0,.400,0.2,0.7,.294,6.2,15.3,.405,3.9,5.5,.708,1.0,4.2,5.3,8.3,2.0,0.0,5.6,6.1,16.9,,87,104
74,John Coker,C,29,GSW,6,0,32,1.6,12.8,.125,0.0,0.0,,1.6,12.8,.125,0.0,0.0,,4.8,3.2,8.0,3.2,1.6,0.0,3.2,6.4,3.2,,47,111
75,Derrick Coleman,PF,33,CHH,34,3,683,7.6,20.0,.380,1.6,4.0,.392,6.1,16.0,.377,5.0,7.2,.685,3.6,10.8,14.5,3.1,0.8,1.7,3.3,4.2,21.8,,96,99
76,Bimbo Coles,PG,32,CLE,47,0,804,6.0,15.6,.381,0.1,1.0,.125,5.8,14.6,.399,3.1,3.7,.857,0.6,2.6,3.1,9.0,1.8,0.4,3.9,5.7,15.2,,92,108
77,Jason Collier,C,23,HOU,23,0,222,6.5,17.0,.380,0.0,0.2,.000,6.5,16.7,.386,4.1,5.7,.708,2.9,6.0,8.8,1.4,0.5,0.7,2.6,6.5,17.0,,90,107
78,Sean Colson,PG,25,TOT,13,0,44,7.2,28.8,.250,1.2,6.0,.200,6.0,22.8,.263,2.4,4.8,.500,2.4,4.8,7.2,12.0,1.2,0.0,2.4,7.2,18.0,,80,107
79,Tyrone Corbin,SF,38,TOR,15,1,117,4.1,17.1,.237,0.0,2.3,.000,4.1,14.9,.273,0.9,1.8,.500,1.4,4.5,5.9,1.8,0.9,0.0,1.4,8.1,9.0,,62,108
80,Chris Crawford,PF,25,ATL,47,22,901,7.1,15.6,.452,0.3,1.3,.273,6.7,14.4,.468,3.9,4.8,.819,1.6,4.8,6.4,2.1,1.2,0.9,3.6,6.8,18.4,,96,107
81,Jamal Crawford,PG,20,CHI,61,8,1050,5.5,15.6,.352,2.1,6.0,.350,3.4,9.6,.353,1.4,1.7,.794,0.5,4.1,4.6,7.2,2.2,0.7,4.4,3.5,14.4,,84,108
82,Austin Croshere,PF,25,IND,81,23,1874,7.9,20.1,.394,2.0,5.9,.338,5.9,14.2,.417,5.7,6.6,.866,3.5,7.6,11.1,2.6,1.0,1.4,3.9,5.2,23.6,,99,103
83,John Crotty,PG,31,UTA,31,0,264,4.5,13.2,.338,0.8,1.4,.571,3.6,11.7,.310,3.4,3.8,.895,2.6,3.0,5.7,6.9,1.2,0.0,3.8,6.5,13.2,,94,107
84,Vonteego Cummings,PG,24,GSW,66,11,1495,6.1,17.6,.344,1.6,4.9,.336,4.4,12.8,.348,2.7,4.0,.681,1.6,3.1,4.7,7.7,2.3,0.5,3.1,5.5,16.5,,94,109
85,Bill Curley,PF,28,TOT,20,2,192,6.6,12.5,.532,0.3,0.5,.500,6.4,12.0,.533,3.2,5.1,.632,5.6,4.3,9.8,0.8,1.9,2.4,4.3,12.0,16.7,,97,107
86,Dell Curry,SG,36,TOR,71,1,956,8.9,21.1,.424,3.4,8.0,.428,5.5,13.1,.422,2.4,2.8,.843,0.9,3.8,4.7,4.1,1.5,0.4,2.2,3.6,23.7,,108,107
87,Michael Curry,SG,32,DET,68,58,1485,4.9,10.9,.455,0.1,0.3,.444,4.8,10.6,.455,2.1,2.5,.849,0.7,3.4,4.1,4.5,0.9,0.1,2.1,5.9,12.1,,102,107
88,Erick Dampier,C,25,GSW,43,26,1038,6.2,15.4,.401,0.0,0.1,.000,6.2,15.3,.404,3.3,6.2,.532,4.8,7.5,12.3,2.9,0.8,2.9,4.0,6.0,15.7,,86,107
89,Antonio Daniels,PG,25,SAS,79,23,2060,7.2,15.3,.468,1.9,4.8,.404,5.2,10.5,.496,3.1,4.1,.776,0.7,3.6,4.2,7.9,1.6,0.4,2.8,3.1,19.4,,113,102
90,Kornél Dávid,SF,29,TOT,27,0,209,6.2,12.7,.490,0.0,0.0,,6.2,12.7,.490,3.0,3.2,.923,3.7,9.2,13.0,1.7,1.5,1.0,2.7,7.0,15.4,,105,102
91,Antonio Davis,C,32,TOR,78,77,2729,7.3,16.7,.433,0.0,0.0,.000,7.3,16.7,.434,6.2,8.2,.754,5.3,9.9,15.2,2.1,0.4,2.9,2.6,4.4,20.7,,107,102
92,Baron Davis,PG,21,CHH,82,82,3192,6.9,16.1,.427,1.4,4.6,.310,5.4,11.5,.474,3.8,5.7,.677,2.2,4.7,6.9,10.1,2.9,0.6,3.8,4.5,19.0,,105,100
93,Dale Davis,C,31,POR,81,43,2162,6.0,12.1,.497,0.0,0.1,.000,6.0,12.0,.501,2.4,3.8,.632,5.8,9.3,15.1,2.6,1.1,1.9,1.7,5.0,14.4,,115,101
94,Emanual Davis,SG,32,SEA,62,39,1290,5.4,12.9,.418,2.0,5.2,.394,3.4,7.8,.435,1.8,2.2,.818,1.1,5.1,6.3,5.6,2.6,0.5,3.1,4.1,14.7,,102,105
95,Hubert Davis,PG,30,TOT,66,18,1692,6.0,13.2,.453,2.4,5.2,.456,3.6,8.0,.450,1.6,1.9,.871,0.9,3.4,4.2,3.4,1.1,0.0,2.5,3.7,16.0,,106,109
96,Ricky Davis,SG,21,MIA,7,0,70,9.5,22.8,.414,0.8,0.8,1.000,8.7,22.1,.393,5.5,6.3,.875,0.8,4.7,5.5,8.7,3.9,1.6,3.9,5.5,25.2,,100,95
97,Terry Davis,PF,33,DEN,19,1,228,2.7,5.7,.480,0.0,0.0,,2.7,5.7,.480,2.0,5.0,.409,5.5,6.6,12.0,1.6,0.2,0.2,1.1,7.7,7.5,,111,110
98,Todd Day,SG,31,MIN,31,0,345,6.7,17.9,.373,3.9,10.5,.377,2.7,7.4,.367,2.7,3.5,.783,1.5,4.1,5.6,4.2,1.5,1.1,3.6,7.9,20.0,,98,106
99,Andrew DeClercq,C,27,ORL,67,51,903,6.1,11.0,.554,0.0,0.0,,6.1,11.0,.554,2.7,4.7,.573,5.2,8.3,13.5,1.8,2.3,1.9,2.9,11.3,14.9,,107,98
100,Vinny Del Negro,PG,34,TOT,65,1,922,5.9,13.0,.453,0.1,0.7,.077,5.8,12.3,.475,2.3,2.4,.932,0.7,3.9,4.6,7.0,1.4,0.2,1.9,4.3,14.1,,107,106
101,Tony Delk,SG,27,PHO,82,11,2288,8.6,20.8,.415,1.2,3.8,.321,7.4,17.0,.436,4.2,5.3,.787,1.7,4.2,5.9,3.6,1.7,0.4,2.3,3.9,22.6,,100,101
102,Derrick Dial,SG,25,SAS,33,0,207,9.3,21.5,.434,0.5,2.6,.200,8.8,18.9,.466,3.1,5.4,.571,3.1,6.7,9.8,5.4,1.0,1.6,3.1,5.7,22.3,,97,99
103,Michael Dickerson,SG,25,VAN,70,69,2618,8.5,20.4,.417,1.7,4.6,.374,6.8,15.8,.429,4.1,5.4,.763,1.4,3.2,4.6,4.7,1.2,0.5,3.2,4.1,22.8,,98,109
104,Vlade Divac*,C,32,SAC,81,81,2420,7.6,15.9,.482,0.1,0.3,.286,7.6,15.6,.486,5.1,7.4,.691,4.3,9.8,14.1,4.9,1.8,2.0,4.0,5.1,20.5,,105,97
105,Michael Doleac,C,23,ORL,77,21,1398,8.1,19.4,.417,0.0,0.1,.000,8.1,19.3,.420,1.8,2.2,.847,2.6,7.5,10.1,2.4,1.4,1.5,2.2,8.8,18.1,,93,102
106,Keyon Dooling,PG,20,LAC,76,1,1237,6.4,15.7,.409,1.2,3.5,.350,5.2,12.2,.426,5.4,7.7,.698,0.3,3.5,3.9,7.7,1.8,0.5,4.1,4.6,19.4,,100,107
107,Sherman Douglas,PG,34,NJN,59,7,1094,5.8,14.5,.403,0.4,1.9,.200,5.4,12.6,.433,4.1,5.5,.748,1.0,2.5,3.5,6.9,1.7,0.2,3.8,4.4,16.1,,94,109
108,Bryce Drew,PG,26,CHI,48,41,1305,5.1,13.5,.379,1.6,4.3,.381,3.5,9.1,.378,0.6,0.8,.737,0.5,2.3,2.8,7.6,1.3,0.1,2.8,4.1,12.4,,92,112
109,Chris Dudley,C,35,PHO,53,33,613,2.4,6.1,.397,0.0,0.0,,2.4,6.1,.397,1.2,3.0,.389,5.4,10.0,15.4,1.5,1.2,2.4,2.2,9.3,6.1,,90,96
110,Tim Duncan*,PF,24,SAS,82,82,3174,11.9,23.7,.499,0.1,0.5,.259,11.7,23.3,.504,6.9,11.2,.618,4.4,12.5,16.8,4.1,1.2,3.2,4.1,4.2,30.7,,106,94
111,Tyus Edney,PG,27,IND,24,0,263,7.1,18.6,.385,0.2,1.2,.167,6.9,17.4,.400,7.1,8.0,.897,1.0,3.9,4.9,11.0,3.5,0.0,5.1,3.5,21.6,,99,102
112,Kevin Edwards,SG,35,VAN,46,5,634,4.6,14.0,.329,0.4,1.6,.263,4.2,12.5,.338,3.6,4.4,.811,1.9,4.9,6.8,4.3,2.4,0.7,3.1,3.8,13.2,,86,106
113,Howard Eisley,SG,28,DAL,82,40,2426,5.6,14.3,.393,2.3,5.7,.398,3.4,8.6,.389,2.2,2.7,.825,0.5,3.7,4.2,6.3,2.1,0.3,2.2,4.6,15.7,,105,105
114,Obinna Ekezie,PF,25,TOT,33,0,281,5.9,14.9,.395,0.0,0.0,,5.9,14.9,.395,6.8,9.8,.698,5.7,8.7,14.4,1.7,0.9,0.9,2.6,8.8,18.6,,103,108
115,Khalid El-Amin,PG,21,CHI,50,14,936,6.6,17.9,.370,1.6,4.8,.333,5.0,13.0,.383,3.2,4.1,.778,1.2,3.4,4.7,8.3,2.8,0.1,3.1,5.7,18.0,,97,108
116,Mario Elie,SG,37,PHO,68,67,1506,3.6,8.4,.423,1.2,3.4,.360,2.3,5.0,.466,1.9,2.4,.797,1.3,4.0,5.3,4.5,2.0,0.4,2.1,3.8,10.2,,105,101
117,Sean Elliott,SF,32,SAS,52,34,1229,6.4,14.8,.434,2.4,5.6,.426,4.0,9.2,.438,2.6,3.7,.714,0.7,6.7,7.4,3.5,1.0,1.1,2.2,3.5,17.8,,106,100
118,LaPhonso Ellis,PF,30,MIN,82,5,1948,8.0,17.2,.464,0.2,0.6,.318,7.8,16.6,.469,4.5,5.7,.790,5.3,7.9,13.3,2.5,1.8,2.0,2.9,7.8,20.7,,107,102
119,Pervis Ellison,C,33,SEA,9,0,40,2.6,9.2,.286,0.0,0.0,,2.6,9.2,.286,2.6,2.6,1.000,2.6,13.1,15.7,3.9,0.0,2.6,3.9,17.0,7.9,,78,102
120,Evan Eschmeyer,C,25,NJN,74,51,1331,3.6,7.9,.460,0.0,0.0,,3.6,7.9,.460,2.6,4.0,.657,5.3,9.1,14.4,1.6,1.6,2.3,2.1,8.6,9.9,,106,103
121,Patrick Ewing*,C,38,SEA,79,79,2107,7.3,17.0,.430,0.0,0.0,.000,7.3,17.0,.431,4.3,6.2,.685,3.1,11.5,14.6,2.3,1.3,2.3,3.8,5.7,18.9,,93,102
122,Jamie Feick,C,26,NJN,6,0,149,2.8,8.1,.348,0.0,0.0,,2.8,8.1,.348,2.1,4.2,.500,4.2,15.4,19.6,1.8,2.8,1.1,2.5,5.3,7.7,,84,97
