,player,pos,age,team_id,g,gs,mp,fg_per_poss,fga_per_poss,fg_pct,fg3_per_poss,fg3a_per_poss,fg3_pct,fg2_per_poss,fg2a_per_poss,fg2_pct,ft_per_poss,fta_per_poss,ft_pct,orb_per_poss,drb_per_poss,trb_per_poss,ast_per_poss,stl_per_poss,blk_per_poss,tov_per_poss,pf_per_poss,pts_per_poss,,off_rtg,def_rtg
104,Glen Davis,PF,24,BOS,54,1,933,6.8,15.7,.437,0.0,0.2,.000,6.8,15.4,.444,5.4,7.7,.696,5.7,5.8,11.5,2.0,1.2,0.8,3.0,7.4,19.1,,103,106
105,Paul Davis,PF,25,WAS,2,0,8,13.1,26.2,.500,0.0,0.0,,13.1,26.2,.500,6.5,13.1,.500,0.0,0.0,0.0,19.6,0.0,6.5,0.0,0.0,32.7,,129,111
106,Ricky Davis,SF,30,LAC,36,2,499,6.4,14.9,.434,1.7,4.4,.381,4.8,10.5,.455,1.9,3.2,.581,1.0,4.9,5.9,4.1,1.1,0.3,3.0,4.1,16.4,,96,113
107,Austin Daye,SF,21,DET,69,4,915,8.1,17.5,.464,1.7,5.6,.305,6.4,11.8,.540,2.7,3.3,.821,2.0,8.3,10.3,2.0,1.5,1.5,2.8,6.8,20.7,,105,110
108,Carlos Delfino,SF,27,MIL,75,66,2279,6.9,16.8,.408,3.1,8.4,.367,3.8,8.4,.450,2.1,2.7,.782,1.2,7.9,9.1,4.6,1.8,0.5,2.7,3.2,19.0,,103,103
109,Luol Deng,SF,24,CHI,70,69,2651,9.2,19.7,.466,0.6,1.6,.386,8.6,18.1,.474,4.9,6.4,.764,2.5,7.4,10.0,2.8,1.3,1.2,2.6,2.5,23.9,,106,106
110,DeMar DeRozan,SG,20,TOR,77,65,1664,7.9,15.9,.498,0.1,0.5,.250,7.8,15.4,.506,4.6,6.0,.763,2.0,4.9,6.9,1.6,1.3,0.6,1.9,5.5,20.5,,110,115
111,Boris Diaw,PF,27,CHA,82,82,2906,6.8,14.1,.483,1.2,3.8,.320,5.6,10.4,.541,2.1,2.7,.769,2.4,5.4,7.8,5.9,1.1,1.0,3.3,4.0,16.9,,107,105
112,Yakhouba Diawara,SG,27,MIA,6,2,44,2.4,12.2,.200,1.2,7.3,.167,1.2,4.9,.250,0.0,0.0,,1.2,3.7,4.9,3.7,1.2,0.0,3.7,9.7,6.1,,57,108
113,Travis Diener,PG,27,TOT,9,0,51,2.0,10.2,.200,1.0,7.1,.143,1.0,3.1,.333,1.0,4.1,.250,0.0,3.1,3.1,8.2,4.1,0.0,0.0,2.0,6.1,,85,105
114,DeSagana Diop,C,28,CHA,27,0,262,3.0,5.9,.517,0.0,0.0,,3.0,5.9,.517,0.4,1.8,.222,4.9,8.3,13.2,1.0,1.0,2.8,2.4,6.3,6.5,,94,101
115,Keyon Dooling,PG,29,NJN,53,8,971,7.0,17.5,.398,3.2,8.5,.376,3.8,9.0,.419,2.5,3.3,.770,0.4,2.5,2.9,7.3,1.8,0.0,3.2,4.4,19.7,,102,113
116,Joey Dorsey,PF,26,TOT,15,0,106,4.3,9.6,.450,0.0,0.0,,4.3,9.6,.450,2.4,5.8,.417,7.7,13.0,20.7,1.0,1.4,1.0,2.9,10.1,11.1,,98,105
117,Toney Douglas,PG,23,NYK,56,12,1087,8.4,18.4,.458,3.2,8.2,.389,5.2,10.2,.514,2.6,3.2,.809,1.9,3.2,5.1,5.3,2.0,0.1,2.6,5.5,22.6,,113,113
118,Chris Douglas-Roberts,SF,23,NJN,67,38,1730,7.7,17.4,.445,0.4,1.6,.259,7.3,15.8,.464,4.0,4.8,.847,1.4,4.6,6.0,2.8,1.7,0.6,2.9,3.1,20.0,,98,112
119,Goran Dragić,PG,23,PHO,80,2,1442,7.8,17.1,.452,2.6,6.6,.394,5.2,10.6,.488,4.1,5.6,.736,1.3,4.6,6.0,8.4,1.7,0.3,4.4,4.6,22.2,,110,112
120,Jared Dudley,SF,24,PHO,82,1,1991,5.7,12.4,.459,3.0,6.6,.458,2.7,5.8,.461,2.6,3.5,.754,2.5,4.6,7.1,2.9,2.0,0.4,1.7,4.1,17.0,,124,111
121,Chris Duhon,PG,27,NYK,67,59,2072,4.1,11.1,.373,2.2,6.4,.349,1.9,4.8,.404,1.7,2.3,.716,0.7,3.7,4.4,9.3,1.5,0.1,2.7,2.0,12.2,,107,114
122,Tim Duncan*,C,33,SAS,78,77,2438,12.0,23.2,.518,0.0,0.2,.182,12.0,23.0,.522,5.8,8.0,.725,4.7,12.2,16.9,5.3,1.0,2.5,3.0,3.3,30.0,,116,101
123,Mike Dunleavy,SF,29,IND,67,15,1486,7.6,18.6,.410,2.5,7.9,.318,5.1,10.7,.478,4.4,5.3,.842,0.8,7.0,7.9,3.4,1.3,0.5,2.4,3.5,22.2,,104,108
124,Kevin Durant,SF,21,OKC,82,82,3239,12.6,26.6,.476,2.0,5.6,.365,10.6,21.0,.506,12.0,13.4,.900,1.7,8.2,9.9,3.7,1.8,1.3,4.3,2.7,39.4,,118,104
125,Wayne Ellington,SG,22,MIN,76,1,1384,6.9,16.2,.424,2.3,5.8,.395,4.5,10.3,.441,2.2,2.5,.871,1.2,4.5,5.7,2.7,0.7,0.2,2.7,2.6,18.2,,101,115
126,Monta Ellis,SG,24,GSW,64,64,2647,11.4,25.4,.449,1.4,4.1,.338,10.0,21.3,.470,5.3,7.0,.753,0.8,3.8,4.6,6.1,2.6,0.5,4.4,3.4,29.5,,99,112
127,Francisco Elson,C,33,TOT,12,0,66,4.0,11.9,.333,0.0,0.0,,4.0,11.9,.333,1.6,4.0,.400,4.8,6.3,11.1,1.6,0.8,0.0,0.8,5.6,9.5,,90,107
128,Maurice Evans,SF,31,ATL,79,5,1317,7.1,15.9,.445,2.3,6.8,.337,4.8,9.1,.527,1.9,2.5,.754,2.4,3.8,6.2,1.9,1.4,0.7,0.8,5.1,18.3,,117,109
129,Reggie Evans,PF,29,TOR,28,1,311,5.6,11.4,.493,0.0,0.0,,5.6,11.4,.493,4.5,10.0,.450,5.0,12.4,17.4,1.3,2.3,0.7,3.6,7.3,15.8,,96,107
130,Tyreke Evans,SG,20,SAC,72,72,2677,10.2,22.2,.458,0.7,2.7,.255,9.5,19.5,.485,6.6,8.9,.748,1.3,6.0,7.2,7.9,2.1,0.5,4.1,3.9,27.7,,107,110
131,Jordan Farmar,PG,23,LAL,82,0,1474,7.9,18.1,.435,3.0,8.0,.376,4.8,10.0,.483,2.0,3.0,.671,0.5,4.1,4.6,4.5,1.8,0.4,2.5,3.8,20.7,,105,106
132,Raymond Felton,PG,25,CHA,80,80,2643,7.8,17.0,.459,1.2,3.1,.385,6.6,13.9,.475,2.7,3.5,.763,1.1,4.7,5.8,9.0,2.5,0.4,3.4,3.5,19.5,,107,103
133,Rudy Fernández,SG,24,POR,62,2,1441,6.1,16.1,.378,3.7,10.1,.368,2.4,6.0,.395,3.2,3.7,.867,1.3,4.9,6.2,4.8,2.4,0.4,2.7,3.3,19.1,,108,107
134,Kyrylo Fesenko,C,23,UTA,49,5,408,6.5,11.9,.547,0.0,0.1,.000,6.5,11.8,.553,3.0,7.1,.421,4.1,7.1,11.3,1.9,0.8,2.4,3.0,9.8,16.1,,100,105
135,Michael Finley,SF,36,TOT,46,7,709,6.0,13.6,.440,2.4,6.1,.390,3.6,7.5,.480,0.6,1.1,.533,0.4,4.8,5.2,3.2,0.7,0.4,1.6,2.4,14.9,,104,108
136,Derek Fisher,PG,35,LAL,82,82,2227,4.9,13.0,.380,1.8,5.2,.348,3.1,7.8,.401,2.6,3.1,.856,0.6,3.4,3.9,4.7,2.1,0.2,1.8,4.7,14.3,,105,106
137,Jonny Flynn,PG,20,MIN,81,81,2339,8.5,20.3,.417,1.6,4.6,.358,6.8,15.7,.434,4.8,5.8,.826,0.5,3.6,4.1,7.6,1.8,0.0,5.0,2.1,23.4,,97,114
138,T.J. Ford,PG,26,IND,47,32,1189,7.7,17.4,.445,0.3,2.1,.160,7.4,15.3,.484,4.3,5.6,.770,1.7,4.5,6.2,7.5,1.8,0.5,3.7,4.2,20.1,,101,108
139,Jeff Foster,C,33,IND,16,3,255,4.3,8.9,.478,0.0,0.2,.000,4.3,8.7,.489,1.0,1.7,.556,6.6,9.1,15.7,4.1,0.6,0.8,2.7,8.7,9.5,,107,107
140,Randy Foye,PG,26,WAS,70,38,1667,8.0,19.4,.414,2.0,5.7,.346,6.1,13.7,.442,4.1,4.6,.890,0.5,3.6,4.1,7.2,1.0,0.3,3.0,3.9,22.1,,106,113
141,Channing Frye,C,26,PHO,81,41,2190,7.3,16.2,.451,4.0,9.0,.439,3.3,7.2,.466,2.3,2.8,.810,1.5,8.3,9.8,2.6,1.5,1.7,1.7,6.0,20.8,,120,108
142,Dan Gadzuric,C,31,MIL,32,6,314,6.5,14.8,.438,0.0,0.0,,6.5,14.8,.438,1.7,4.2,.400,6.3,9.0,15.3,2.0,1.5,2.2,2.5,10.5,14.7,,96,100
143,Sundiata Gaines,PG,23,UTA,32,0,217,9.0,19.3,.463,1.7,6.1,.269,7.3,13.2,.554,5.4,10.8,.500,1.4,5.4,6.8,9.2,2.8,0.0,3.3,4.0,25.0,,107,105
144,Danilo Gallinari,SF,21,NYK,81,74,2747,7.3,17.2,.423,3.5,9.1,.381,3.8,8.2,.469,4.7,5.7,.818,1.2,6.2,7.4,2.5,1.4,1.1,2.0,3.6,22.7,,113,112
145,Francisco García,SG,28,SAC,25,4,575,7.3,15.6,.466,2.0,5.2,.390,5.2,10.4,.504,1.3,1.5,.882,1.0,4.9,5.9,4.0,0.9,1.7,1.9,4.4,17.9,,111,111
146,Kevin Garnett*,PF,33,BOS,69,69,2060,10.2,19.6,.521,0.0,0.1,.200,10.2,19.5,.523,4.7,5.6,.837,2.0,10.9,12.9,4.7,1.7,1.4,2.6,4.3,25.2,,112,101
147,Marc Gasol,C,25,MEM,69,69,2469,7.9,13.5,.581,0.0,0.0,.000,7.9,13.5,.582,5.2,7.8,.670,4.3,9.0,13.3,3.4,1.4,2.3,2.8,5.3,20.9,,121,108
148,Pau Gasol,C,29,LAL,65,65,2403,9.7,18.2,.536,0.0,0.1,.000,9.7,18.1,.539,6.2,7.8,.790,5.2,10.6,15.8,4.7,0.8,2.4,3.1,3.3,25.6,,120,102
149,Rudy Gay,SF,23,MEM,80,80,3175,9.7,20.8,.466,1.1,3.3,.327,8.6,17.5,.492,4.9,6.5,.753,1.9,5.8,7.6,2.5,1.9,1.0,2.7,3.2,25.3,,109,110
150,Alonzo Gee,SG,22,WAS,11,2,182,8.1,17.0,.475,2.0,2.6,.778,6.0,14.4,.420,5.2,8.3,.621,4.3,5.2,9.5,2.0,2.0,0.3,2.9,3.7,23.3,,111,110
151,Devean George,SF,32,GSW,45,4,761,5.6,12.9,.432,3.0,7.7,.390,2.6,5.2,.494,1.0,1.4,.696,1.3,5.8,7.2,2.0,2.6,0.6,0.9,5.6,15.2,,113,110
152,Daniel Gibson,PG,23,CLE,56,10,1068,6.1,13.2,.466,3.5,7.3,.477,2.7,5.9,.454,1.7,2.4,.694,0.6,3.0,3.6,3.4,1.2,0.3,1.8,3.9,17.5,,117,108
153,Taj Gibson,PF,24,CHI,82,70,2204,7.3,14.7,.494,0.0,0.0,,7.3,14.7,.494,2.6,4.1,.646,5.3,9.0,14.3,1.6,1.2,2.4,2.7,6.6,17.2,,104,103
154,J.R. Giddens,SF,24,TOT,32,1,239,6.0,13.0,.467,0.0,2.2,.000,6.0,10.8,.560,2.8,5.0,.565,3.5,7.6,11.0,2.8,1.9,0.4,3.7,6.3,14.9,,93,107
155,Trey Gilder,SF,25,MEM,2,0,5,10.3,10.3,1.000,0.0,0.0,,10.3,10.3,1.000,0.0,0.0,,0.0,10.3,10.3,0.0,10.3,0.0,0.0,0.0,20.5,,200,91
156,Manu Ginóbili,SG,32,SAS,75,21,2150,9.7,22.0,.441,3.2,8.5,.377,6.5,13.5,.481,7.5,8.6,.870,1.7,5.3,6.9,9.0,2.5,0.6,3.8,3.8,30.1,,118,104
157,Ryan Gomes,SF,27,MIN,76,64,2210,7.4,16.5,.447,1.7,4.5,.372,5.7,12.0,.475,2.4,2.8,.825,1.7,6.1,7.9,2.8,1.4,0.4,2.1,3.5,18.8,,106,113
158,Drew Gooden,C-PF,28,TOT,70,33,1755,8.5,17.8,.478,0.0,0.2,.125,8.5,17.6,.483,5.5,6.4,.861,6.1,9.9,16.0,1.4,1.2,1.7,3.2,5.7,22.6,,109,106
159,Ben Gordon,SG,26,DET,62,17,1730,9.1,21.9,.416,2.4,7.3,.321,6.8,14.6,.465,6.2,7.2,.861,0.8,2.9,3.7,5.2,1.5,0.2,3.7,4.6,26.8,,106,114
160,Eric Gordon,SG,21,LAC,62,60,2229,8.2,18.2,.449,2.8,7.5,.371,5.4,10.8,.503,5.2,7.0,.742,0.6,3.1,3.7,4.3,1.6,0.3,3.3,2.2,24.3,,107,113
161,Marcin Gortat,C,25,ORL,81,0,1088,5.8,10.9,.533,0.0,0.1,.000,5.8,10.7,.540,2.4,3.6,.680,5.0,11.4,16.3,0.8,0.8,3.4,2.2,6.6,14.0,,113,99
162,Joey Graham,SF,27,DEN,63,18,759,7.0,13.5,.520,0.1,0.9,.154,6.9,12.6,.545,3.6,4.9,.740,2.6,5.6,8.2,1.5,1.5,0.5,2.9,6.9,17.8,,106,109
163,Stephen Graham,SG,27,CHA,70,8,804,7.9,15.9,.496,1.1,3.3,.320,6.8,12.6,.542,2.8,4.3,.646,1.6,7.3,8.9,1.5,1.3,0.7,2.4,6.2,19.6,,104,104
164,Danny Granger,SF,26,IND,62,62,2278,10.6,24.7,.428,3.4,9.5,.361,7.2,15.2,.471,7.9,9.3,.848,1.5,6.0,7.4,3.7,2.0,1.1,3.4,4.0,32.5,,108,106
165,Aaron Gray,C,25,TOT,32,0,311,7.0,13.7,.512,0.0,0.0,,7.0,13.7,.512,3.3,4.7,.714,7.5,10.2,17.6,3.7,1.5,1.8,3.0,9.0,17.3,,115,106
166,Danny Green,SG,22,CLE,20,0,115,6.9,17.8,.385,2.7,10.1,.273,4.1,7.8,.529,1.8,2.7,.667,3.7,4.1,7.8,2.3,2.7,1.4,2.3,4.1,18.3,,100,103
167,Jeff Green,PF,23,OKC,82,82,3043,8.2,18.1,.453,1.8,5.3,.333,6.5,12.8,.503,2.8,3.8,.740,1.9,6.4,8.3,2.3,1.8,1.2,2.3,3.7,21.0,,106,105
168,Willie Green,SG,28,PHI,73,18,1553,8.4,18.3,.457,1.6,4.6,.346,6.8,13.7,.494,3.2,3.8,.833,0.7,3.7,4.4,5.1,1.1,0.4,2.3,4.6,21.5,,109,114
169,Donté Greene,SF,21,SAC,76,50,1630,7.6,17.3,.441,2.2,5.7,.377,5.5,11.6,.473,2.8,4.4,.643,1.7,5.7,7.3,2.2,1.3,1.7,2.9,4.7,20.3,,101,110
170,Taylor Griffin,SF,23,PHO,8,0,32,6.3,15.7,.400,0.0,3.1,.000,6.3,12.6,.500,3.1,6.3,.500,0.0,3.1,3.1,1.6,0.0,3.1,1.6,6.3,15.7,,87,113
171,Hamed Haddadi,C,24,MEM,36,0,240,5.1,13.3,.387,0.0,0.6,.000,5.1,12.6,.407,3.0,4.1,.737,5.6,10.5,16.0,2.1,0.2,3.0,4.3,12.2,13.3,,89,108
172,Malik Hairston,SG,22,SAS,47,0,317,6.6,12.6,.526,0.3,1.8,.182,6.3,10.7,.585,2.8,5.0,.567,2.1,5.9,8.1,2.6,0.7,1.5,1.8,4.8,16.4,,111,106
173,Marcus Haislip,SF,29,SAS,10,0,44,11.9,25.0,.476,3.6,6.0,.600,8.3,19.0,.438,2.4,6.0,.400,4.8,7.1,11.9,0.0,0.0,2.4,3.6,6.0,29.8,,100,106
174,Richard Hamilton,SG,31,DET,46,46,1552,10.2,25.0,.409,1.4,4.8,.297,8.8,20.2,.435,7.1,8.4,.846,1.0,3.2,4.3,7.1,1.0,0.1,4.0,4.0,29.0,,104,115
175,Tyler Hansbrough,PF,24,IND,29,1,511,7.8,21.8,.360,0.0,0.4,.000,7.8,21.4,.367,8.1,10.9,.743,5.8,7.5,13.4,2.7,1.6,0.8,2.0,6.8,23.8,,101,106
176,James Harden,SG,20,OKC,76,0,1738,6.9,17.1,.403,2.8,7.4,.375,4.2,9.8,.424,5.8,7.1,.808,1.4,5.8,7.2,4.1,2.4,0.6,3.1,5.9,22.3,,109,104
177,Al Harrington,PF,29,NYK,72,15,2195,10.4,24.0,.435,3.3,9.5,.342,7.2,14.5,.496,5.6,7.4,.757,2.0,7.4,9.4,2.6,1.4,0.6,3.1,4.9,29.7,,106,111
178,Devin Harris,PG,26,NJN,64,61,2221,8.4,20.9,.403,1.4,5.1,.276,7.0,15.8,.444,7.3,9.1,.798,0.6,4.2,4.8,10.0,1.9,0.4,4.3,4.2,25.6,,103,112
179,Mike Harris,PF,26,TOT,13,0,96,5.9,16.0,.367,0.0,0.5,.000,5.9,15.5,.379,3.7,5.9,.636,5.3,7.5,12.8,1.6,2.7,0.5,4.8,7.5,15.5,,82,105
180,Jason Hart,PG,31,TOT,5,0,22,2.3,4.7,.500,0.0,0.0,,2.3,4.7,.500,0.0,0.0,,0.0,4.7,4.7,14.0,4.7,2.3,7.0,9.3,4.7,,79,103
181,Udonis Haslem,PF,29,MIA,78,0,2177,7.7,15.5,.494,0.0,0.0,,7.7,15.5,.494,3.6,4.7,.762,4.1,11.4,15.5,1.3,0.7,0.6,1.8,4.3,19.0,,111,104
182,Trenton Hassell,SF,30,NJN,52,31,1106,4.3,10.4,.411,0.0,0.2,.000,4.3,10.2,.421,2.5,3.3,.754,2.7,4.6,7.2,2.4,0.8,0.4,2.2,4.3,11.0,,94,114
183,Spencer Hawes,C,21,SAC,72,59,1904,8.4,17.9,.468,0.7,2.3,.299,7.7,15.5,.494,2.0,2.8,.689,3.9,7.8,11.7,4.2,0.9,2.2,3.5,5.4,19.4,,101,109
184,Chuck Hayes,C,26,HOU,82,82,1773,4.6,9.5,.489,0.0,0.0,,4.6,9.5,.489,1.0,1.9,.545,4.3,9.0,13.4,4.0,2.1,1.2,2.1,6.3,10.3,,108,105
185,Jarvis Hayes,SF,28,NJN,45,19,1033,7.0,16.7,.421,3.1,9.1,.335,4.0,7.6,.523,0.7,0.9,.778,0.5,5.0,5.5,2.0,1.5,0.5,1.4,4.6,17.8,,102,112
186,Brendan Haywood,C,30,TOT,77,67,2355,6.1,10.9,.562,0.0,0.0,.000,6.1,10.9,.563,3.4,5.4,.620,6.2,9.7,15.9,1.0,0.6,3.5,2.2,4.6,15.6,,117,106
187,Luther Head,SG,27,IND,47,10,813,8.3,18.9,.437,2.3,6.4,.352,6.0,12.5,.481,2.9,3.5,.828,0.4,4.5,4.9,4.4,1.1,0.5,3.3,3.2,21.7,,98,110
188,Gerald Henderson,SG,22,CHA,43,0,355,5.5,15.6,.356,0.6,2.8,.211,4.9,12.7,.388,5.2,7.0,.745,2.2,6.0,8.2,1.9,1.5,1.3,2.1,3.7,16.9,,96,104
189,Roy Hibbert,C,23,IND,81,69,2035,9.4,19.0,.495,0.1,0.1,.500,9.3,18.9,.495,4.1,5.4,.754,4.3,7.0,11.3,3.8,0.7,3.2,3.5,6.9,23.0,,105,106
190,J.J. Hickson,PF,21,CLE,81,73,1691,9.0,16.2,.554,0.0,0.0,.000,9.0,16.2,.555,3.4,5.1,.681,3.4,9.0,12.4,1.2,1.1,1.2,2.9,4.1,21.4,,109,104
191,Nenê,C,27,DEN,82,82,2755,7.7,13.2,.587,0.0,0.0,.000,7.7,13.1,.589,5.4,7.6,.704,3.1,8.5,11.5,3.7,2.1,1.5,2.3,5.2,20.9,,124,105
192,George Hill,PG,23,SAS,78,43,2276,8.1,17.0,.478,1.7,4.3,.399,6.4,12.7,.505,4.2,5.5,.772,1.0,3.8,4.7,5.2,1.6,0.6,2.3,5.1,22.2,,115,106
193,Grant Hill*,SF,37,PHO,81,81,2430,7.0,14.6,.478,0.7,1.7,.438,6.2,12.9,.483,4.2,5.2,.817,1.5,7.7,9.2,4.0,1.2,0.7,2.2,3.4,18.9,,114,110
194,Jordan Hill,PF,22,TOT,47,0,624,8.1,16.4,.493,0.0,0.2,.000,8.1,16.3,.497,3.8,5.6,.676,6.2,8.1,14.3,1.6,1.1,1.7,2.5,7.5,20.0,,109,108
195,Kirk Hinrich,SG,29,CHI,74,53,2481,6.4,15.6,.409,2.2,5.8,.371,4.2,9.8,.431,1.8,2.3,.752,0.5,4.9,5.4,6.9,1.8,0.5,2.3,4.2,16.7,,104,107
196,Jrue Holiday,PG,19,PHI,73,51,1767,6.8,15.4,.442,1.8,4.7,.390,5.0,10.7,.465,1.9,2.6,.756,1.7,4.0,5.7,8.3,2.3,0.5,4.6,4.5,17.4,,100,111
197,Ryan Hollins,C,25,MIN,73,27,1223,6.9,12.4,.558,0.0,0.0,.000,6.9,12.3,.560,4.5,6.5,.690,3.2,5.2,8.5,2.1,0.8,1.6,3.9,8.1,18.3,,105,113
198,Al Horford,C,23,ATL,81,81,2845,8.7,15.9,.551,0.0,0.0,1.000,8.7,15.8,.551,4.0,5.1,.789,4.4,10.5,15.0,3.5,1.1,1.7,2.3,4.2,21.5,,121,105
199,Eddie House,PG-SG,31,TOT,68,0,1217,7.4,19.4,.380,3.4,9.7,.348,4.0,9.7,.412,2.1,2.2,.923,0.6,4.1,4.7,3.6,1.7,0.3,2.0,3.5,20.2,,99,109
200,Dwight Howard,C,24,ORL,82,82,2843,9.4,15.3,.612,0.0,0.1,.000,9.4,15.2,.617,8.9,15.0,.592,5.2,14.6,19.8,2.6,1.4,4.2,5.0,5.3,27.6,,113,95
201,Josh Howard,SF,29,TOT,35,12,918,8.9,22.0,.405,1.3,4.9,.267,7.6,17.1,.444,6.2,7.9,.784,1.7,5.4,7.1,2.7,1.5,0.6,2.6,5.1,25.2,,100,108
202,Juwan Howard,C,36,POR,73,27,1632,6.4,12.6,.509,0.0,0.0,.000,6.4,12.5,.511,1.8,2.3,.786,3.6,7.6,11.2,2.0,0.9,0.3,2.4,6.4,14.7,,107,108
203,Lester Hudson,PG,25,TOT,25,0,131,8.3,21.0,.396,2.0,6.3,.313,6.3,14.7,.432,4.4,5.1,.846,2.8,4.4,7.1,5.1,3.2,1.2,5.5,4.8,23.0,,94,105
204,Larry Hughes,SG,31,TOT,45,16,1115,6.3,17.9,.355,2.0,6.4,.309,4.4,11.4,.381,4.4,5.2,.832,1.1,5.5,6.6,6.3,2.4,0.7,3.5,3.2,19.0,,97,108
205,Kris Humphries,PF,24,TOT,69,0,1221,7.7,17.5,.441,0.0,0.0,.000,7.7,17.5,.442,5.4,8.1,.668,5.1,11.1,16.2,1.4,1.5,2.1,2.8,6.2,20.9,,101,105
206,Chris Hunter,C,25,GSW,60,9,783,6.7,13.3,.502,0.0,0.2,.000,6.7,13.0,.512,3.2,4.2,.754,3.4,6.8,10.2,2.3,0.8,2.1,1.8,8.1,16.5,,111,112
207,Lindsey Hunter,PG,39,CHI,13,0,122,2.1,12.7,.167,0.4,5.5,.077,1.7,7.2,.235,0.8,0.8,1.000,0.4,5.5,5.9,3.8,0.4,0.0,1.7,5.1,5.5,,56,110
208,Othello Hunter,SF,23,ATL,7,0,33,6.5,19.4,.333,0.0,0.0,,6.5,19.4,.333,4.8,6.5,.750,9.7,9.7,19.4,0.0,0.0,1.6,4.8,8.1,17.8,,88,107
209,Steven Hunter,C,28,MEM,21,0,158,5.5,14.0,.395,0.0,0.0,,5.5,14.0,.395,6.2,11.7,.528,5.8,7.8,13.6,0.0,0.3,3.2,2.9,3.2,17.2,,95,110
210,Serge Ibaka,PF,20,OKC,73,0,1323,7.8,14.4,.543,0.0,0.1,.500,7.8,14.3,.543,2.3,3.6,.630,5.4,10.1,15.5,0.4,1.0,3.8,2.7,7.6,18.0,,109,101
211,Andre Iguodala,SF,26,PHI,82,82,3193,8.1,18.4,.443,1.5,5.0,.310,6.6,13.4,.492,5.2,7.1,.733,1.3,7.3,8.7,7.7,2.3,0.9,3.6,2.4,23.0,,108,109
212,Zydrunas Ilgauskas,C,34,CLE,64,6,1339,7.6,17.2,.443,0.4,0.9,.478,7.2,16.3,.441,2.9,4.0,.743,4.5,9.1,13.5,1.9,0.5,2.0,2.5,7.2,18.6,,102,104
213,D.J. Mbenga,C,29,LAL,49,2,355,7.0,15.0,.466,0.0,0.0,,7.0,15.0,.466,1.3,2.8,.474,4.7,8.0,12.7,1.2,0.7,4.2,2.2,7.9,15.3,,99,101
214,Ersan İlyasova,PF,22,MIL,81,31,1898,8.9,20.1,.443,2.2,6.6,.336,6.7,13.5,.496,3.1,4.4,.715,4.3,9.9,14.3,2.3,1.5,0.6,2.0,6.9,23.2,,110,102
215,Allen Iverson*,SG-PG,34,TOT,28,24,865,8.2,19.1,.430,0.5,1.5,.360,7.7,17.6,.436,6.3,7.9,.794,1.0,3.8,4.8,6.8,1.1,0.1,3.9,2.9,23.3,,103,114
216,Royal Ivey,SG,28,TOT,44,0,326,5.6,13.3,.422,2.3,5.6,.400,3.4,7.7,.438,1.4,1.9,.750,1.0,4.5,5.5,4.3,3.1,0.3,1.8,6.3,14.9,,108,108
217,Jarrett Jack,PG,26,TOR,82,43,2243,7.4,15.4,.481,1.9,4.6,.412,5.5,10.9,.511,4.7,5.5,.842,0.7,4.4,5.1,9.5,1.4,0.1,3.7,3.5,21.4,,116,115
218,Cedric Jackson,PG,23,TOT,12,0,74,4.2,14.2,.300,0.7,4.2,.167,3.5,9.9,.357,5.0,8.5,.583,1.4,4.2,5.7,9.9,2.1,1.4,7.8,5.0,14.2,,76,107
219,Darnell Jackson,PF,24,TOT,28,0,123,3.8,12.8,.300,0.4,1.7,.250,3.4,11.1,.308,1.7,2.6,.667,3.8,5.6,9.4,1.7,0.9,1.7,5.6,9.0,9.8,,67,105
220,Stephen Jackson,SG-PF,31,TOT,81,81,3129,10.1,23.8,.423,2.2,6.6,.328,7.9,17.2,.460,5.7,7.3,.779,1.3,5.4,6.7,5.0,2.2,0.7,4.4,3.3,28.0,,100,104
221,LeBron James,SF,25,CLE,76,76,2966,13.6,27.1,.503,2.3,6.9,.333,11.3,20.2,.560,10.5,13.7,.767,1.3,8.6,9.8,11.5,2.2,1.4,4.6,2.1,40.0,,121,102
222,Mike James,PG,34,WAS,4,0,46,6.8,22.8,.300,2.3,6.8,.333,4.6,15.9,.286,4.6,9.1,.500,1.1,2.3,3.4,5.7,3.4,0.0,5.7,3.4,20.5,,76,109
223,Antawn Jamison,PF,33,TOT,66,64,2406,10.4,22.6,.461,1.9,5.4,.344,8.6,17.2,.498,4.2,6.5,.647,3.0,9.1,12.1,1.8,1.5,0.5,2.0,3.9,26.9,,108,107
224,Nathan Jawai,C,23,MIN,39,2,412,5.9,13.5,.441,0.0,0.1,.000,5.9,13.3,.445,3.2,4.6,.684,5.9,6.7,12.6,2.9,1.2,1.1,3.3,7.0,15.0,,100,112
225,Othyus Jeffers,SG,24,UTA,14,0,73,8.4,20.3,.414,0.0,0.0,,8.4,20.3,.414,9.1,13.3,.684,5.6,7.7,13.3,0.7,2.8,0.0,4.2,7.0,25.9,,98,103
226,Al Jefferson,C,25,MIN,76,76,2463,11.4,22.8,.498,0.0,0.1,.000,11.4,22.7,.500,3.7,5.4,.680,3.7,10.6,14.3,2.8,1.3,2.0,2.8,4.2,26.4,,106,108
227,Richard Jefferson,SF,29,SAS,81,70,2520,7.5,16.1,.467,1.2,3.9,.316,6.3,12.2,.515,4.4,6.0,.735,1.2,6.2,7.4,3.3,0.9,0.8,2.2,3.7,20.7,,110,106
